Name,Arrival Time,TEU,Waiting Cost
Red October ,0.3267349275484499,2565,3600
Dulcibella ,0.6769859812049137,1963,3600
USS Davies ,1.0419828152150246,1511,3600
Red Witch ,1.3393040887100327,1291,3600
USS Scotia  ,1.5590627682019171,1455,3600
HMS Saltash Castle ,1.6550909324090126,2825,3600
The Henrietta  ,1.793236578926198,1027,3600
SS Essess  ,2.401138779862089,1297,3600
HMS Sutherland ,2.8630398481301134,1365,3600
Argonautica ,3.1407929209812915,1524,3600
USS Dragonfish ,3.4873404843572793,1449,3600
USS Dragonfish ,3.735862139073451,1732,3600
The Inferno ,3.922193924313835,2434,3600
Jenny  ,4.665767057324397,1858,3600
USS Belinda ,4.80873926426512,1322,3600
Benthic Explorer ,5.2371654229555125,2978,3600
Orca ,5.48865259884902,2398,3600
The Inferno ,5.540823122158675,2643,3600
Albatross ,6.258224154113556,2703,3600
Empress ,6.691418519590626,2805,3600
USS Davies ,6.937793249982558,2199,3600
Orca ,7.156142319774564,1020,3600
Love Nest ,7.321925239358381,1224,3600
HMS Sea Tiger ,7.620322872719069,1484,3600
Proteus  ,7.9125436837759375,2615,3600
HMS Sutherland ,8.372293540257608,1292,3600
The Flying Wasp ,8.490596680055452,1514,3600
SS Chiku Shan ,8.729304993669542,1372,3600
USS Davies ,8.971206911854562,2054,3600
USS Abraham Lincoln ,9.096396787028342,1876,3600
Black Pearl ,9.374237124370987,2008,3600
USS Thunderfish ,9.682657803391495,2789,3600
Flying Dutchman ,10.033461786399094,1820,3600
Poseidon ,10.113889736041118,1750,3600
HMS Sea Tiger ,10.344528096164328,2664,3600
HMS Sutherland ,10.598721503919398,2282,3600
Immer Essen ,11.377013698988831,1645,3600
Black Swan ,11.540233034626644,1831,3600
African Queen ,12.017906557806175,2162,3600
USS Pequod  ,12.248993749527246,2063,3600
USS Copperfin ,12.635317444987376,1655,3600
Edinburgh Trader ,13.196930076483817,2590,3600
Jenny  ,13.67798381698218,1824,3600
The Inferno ,13.85486379456803,1306,3600
Love Nest ,13.993910835442852,2754,3600
USS Reluctant ,14.272439286150728,2194,3600
Red Dragon  ,14.573972521512164,1441,3600
USS San Pablo ,14.737368765155557,2528,3600
HMS Lydia ,14.857859235039102,2749,3600
Black Hawk ,14.951464526149831,1909,3600
