Name,Arrival Time,TEU,Waiting Cost
Hai Peng ,0.0932688101399642,1959,3600
HMS Nereid  ,0.7097325625088965,2238,3600
Caledonia II  ,0.9371437494777751,1787,3600
USS Tigerfish ,1.5140945446666398,1380,3600
USS Echo ,1.8577946878193279,2031,3600
Ghost ,1.9998031774312481,2771,3600
African Queen ,2.3587053331573817,1700,3600
USS Charleston  ,2.515338473505289,1741,3600
Love Nest ,2.61202171213197,1615,3600
Patna ,2.7384499602966392,2628,3600
Hahnchen Maru ,2.793966762514416,2257,3600
HMS Saltash Castle ,2.953233527704926,2408,3600
USS Bedford ,3.112656993956888,1832,3600
Black Pearl ,3.5443924251808085,2435,3600
Altair ,3.782489640911431,1303,3600
U-571  ,3.937284824462508,1571,3600
USS Aspen ,4.13129612417583,2839,3600
MS Ergenstrasse ,4.586507366741774,2277,3600
Empress ,4.813599228258394,1579,3600
Ning-Po  ,5.178568761823813,1886,3600
Angelina  ,5.389406831970836,1575,3600
Nautilus ,5.704860062178841,1343,3600
Academic Vladislav Volkov ,5.790670035255205,1386,3600
Elizabeth Dane ,6.094492555895793,1096,3600
USS Scotia  ,6.269215172075545,1523,3600
HMS Defiant ,6.538694684942078,1781,3600
USS Dragonfish ,6.624721205907003,2653,3600
Arabella ,6.736808928686948,2596,3600
USS Tigerfish ,6.871864286738828,1642,3600
Hahnchen Maru ,7.3057119384081215,1181,3600
USS Charleston  ,7.672812577605973,1034,3600
USS Abraham Lincoln ,7.919824162570678,1004,3600
SS Happy Wanderer ,8.272222492788243,2873,3600
Q Boat ,8.337072443779737,2330,3600
Batavia Queen ,8.758997093866205,1277,3600
Deep Quest  ,8.986900501274327,1354,3600
Reaper  ,9.283789083178835,1732,3600
HMS Nereid  ,9.498525804987189,2640,3600
HMS Interceptor ,9.96347979667326,1942,3600
Wonkatania ,10.442524970660257,1093,3600
Starfish  ,10.576551445685286,2594,3600
Rachel ,10.796680402701043,1948,3600
Hahnchen Maru ,11.028568372774396,1075,3600
SS Happy Wanderer ,11.18834009983926,1923,3600
HMS Venus ,11.483457571106431,1235,3600
USS Davies ,11.792534879230619,1088,3600
USS Stingray  ,12.16071471681267,2520,3600
Wonkatania ,12.247281705595764,1926,3600
SSN Ulysses ,12.350841958201679,2689,3600
HMS Compass Rose ,12.515459142796905,1632,3600
