Name,Arrival Time,TEU,Waiting Cost
HMS Avenger ,0.2757128922782228,2878,3600
USS Charleston  ,0.4087279212844961,1159,3600
Saracen ,0.6674425274930715,2203,3600
Wonkatania ,0.7930784210645552,2537,3600
USS Charleston  ,1.1644563948064979,1084,3600
USS Davies ,1.727343970636814,2947,3600
Gloria N ,1.94513883589669,2760,3600
Dulcibella ,2.299087081855418,1524,3600
Black Hawk ,2.4032387921733593,1415,3600
Benthic Explorer ,2.54075599686578,1625,3600
USS Thunderfish ,2.627934216285275,1376,3600
Q Boat ,3.3352779041260465,2776,3600
SS Venture ,3.80726039562864,1087,3600
Immer Essen ,3.992234207351624,1977,3600
USS Charleston  ,4.361867934468483,2948,3600
Rob Roy ,4.869710917124937,2225,3600
HMS Torrin ,4.938914073941991,2824,3600
Sea Star ,5.046694290033314,2351,3600
SS Antonia Graza ,5.15405092938885,2948,3600
HMS Venus ,5.537188545820343,2369,3600
U-571  ,5.694138779642344,1323,3600
St. Georges ,5.904054513872633,2496,3600
Aeolus ,6.2412200992130265,1526,3600
St. Georges ,6.351914105091859,2438,3600
USS Thunderfish ,6.789542679149524,2252,3600
SS Goliath ,6.8990899306783655,1108,3600
HMS Torrin ,7.2244809114771495,1175,3600
HMS Defiant ,7.665376093855969,1569,3600
Mary Deare ,8.173471813434485,1349,3600
SSNR Seaview ,8.716786551249122,1403,3600
Nathan Ross ,8.859521161248647,2569,3600
USS Reluctant ,8.997539250696635,1820,3600
SSNR Seaview ,9.089597887844223,1130,3600
Black Hawk ,9.42381521837709,2464,3600
Liparus ,9.97894970951149,2769,3600
HMS Defiant ,10.307283518986585,1638,3600
Red October ,10.431918230408774,1939,3600
Empress ,10.53404818033155,1770,3600
Q Boat ,10.700703816491723,1522,3600
HMS Avenger ,11.047248324813372,2262,3600
USS Sawfish ,11.590515863235467,2415,3600
USS Belinda ,11.701213308520392,1666,3600
Starfish  ,11.802458836677928,1640,3600
Geronimo ,11.968243862519918,2763,3600
HMS Sea Tiger ,12.067961862865442,2200,3600
Proteus  ,12.191003997591906,1961,3600
Acheron ,12.28428716386934,2266,3600
USS Aspen ,12.519913772577226,2659,3600
USS Oakland ,12.67468402656499,2335,3600
HMS Defiant ,13.011072231527026,2717,3600
