Name,Arrival Time,TEU,Waiting Cost
HMS Compass Rose ,0.1419123154523048,1512,3600
USS Abraham Lincoln ,0.46953131385430147,2759,3600
Dulcibella ,0.693033083903823,2604,3600
Rights-of-Man ,1.1102999550123633,1069,3600
USS Thunderfish ,1.2708296625253708,1120,3600
USS Sawfish ,1.4313654638573752,2192,3600
USS Abraham Lincoln ,1.8149074788726507,1865,3600
Belafonte ,2.1766484018031593,1631,3600
SS Chiku Shan ,2.5141573379489555,1971,3600
HMS Victoria ,2.7045555871485094,2889,3600
USS Intrepid ,2.981642075745228,2872,3600
Yellow Submarine ,3.407076271645002,1635,3600
USS Haynes ,3.498075750700829,2428,3600
USS Echo ,3.714993089235584,2242,3600
HMS Chester ,3.887318796092049,1835,3600
Altair ,4.274734468644151,1389,3600
IJN Shinaru ,4.3239634053861655,2987,3600
Benthic Explorer ,4.929852762233427,2411,3600
SS Sea Witch ,5.328540933265438,1213,3600
Caledonia II  ,5.772507581835688,2646,3600
Hai Peng ,6.209380819182218,2259,3600
HMS Chester ,6.487016093371047,1251,3600
Benthic Explorer ,6.88741538932395,1460,3600
Aquanaut 3  ,7.196540584040477,1479,3600
HMS Sutherland ,7.321880674488724,1264,3600
Red Dragon  ,7.400357219724594,2540,3600
USS Intrepid ,7.589184101894496,2133,3600
Ghost ,7.729403076115362,2128,3600
Red Witch ,7.854034826781897,2539,3600
HMS Endeavour ,8.275556877596996,2706,3600
USS Stingray  ,8.617768666009006,1304,3600
USS Charleston  ,8.819191591146867,1844,3600
Red October ,8.891359748910565,1020,3600
Empress ,9.015996043456246,2971,3600
Edinburgh Trader ,9.117944810937953,1995,3600
USS Thunderfish ,9.265158555324657,2699,3600
USS Poseidon ,9.421988075819252,2726,3600
SS Britannic ,9.59419696738333,2847,3600
HMS Sherwood  ,9.899325414709747,2611,3600
Belafonte ,10.812270011458649,2941,3600
USS Reluctant ,11.189172914024079,2292,3600
SS Minnow Johnson  ,11.480882173639143,1626,3600
The Inferno ,11.720277235905384,2512,3600
Glencairn ,11.813684938944071,2944,3600
USS Charleston  ,12.207800162052703,1389,3600
Wonkatania ,12.291168195927613,1852,3600
Q Boat ,12.407603978592315,1295,3600
Amindra ,12.646512945085789,1977,3600
SSNR Seaview ,13.452768601738882,2485,3600
Immer Essen ,13.604643255465389,2242,3600
