Name,Arrival Time,TEU,Waiting Cost
Rights-of-Man ,0.13135895565174383,2591,3600
Mary Deare ,0.25949883704709553,1641,3600
Ulysses ,0.40399275272495827,1151,3600
USS Sawfish ,0.5433908170602322,2918,3600
HMS Venus ,0.593918014325507,2148,3600
SS Happy Wanderer ,0.8227257755963595,1415,3600
HMS Torrin ,1.3024188082819808,1058,3600
USS Tigerfish ,1.5991996958871324,1432,3600
HMS Sutherland ,1.7345903344449431,2974,3600
USS Oakland ,1.9281149635495451,2481,3600
The Inferno ,2.030105413072578,1270,3600
HMS Sutherland ,2.1448437938881395,2043,3600
Stealth Ship ,2.370389712425757,2639,3600
Belafonte ,2.605703229181169,2630,3600
HMS Sherwood  ,2.78483634271764,2172,3600
Ulysses ,2.935361002911308,1262,3600
HMS Viperess ,3.4174020740835895,1616,3600
Sea Star ,3.6058784458337643,2713,3600
HMS Saltash Castle ,3.9418534476639104,2841,3600
Jenny  ,4.507375813873789,1075,3600
Ghost ,4.662283309085386,2705,3600
HMS Sherwood  ,4.853607836063223,2881,3600
The Inferno ,5.366942719446967,2620,3600
Black Pearl ,5.819568335568586,2396,3600
USS Aspen ,6.227766681966687,2633,3600
Starfish  ,6.466990386146099,1808,3600
Black Pearl ,7.1408487083814745,2003,3600
SSN Ulysses ,7.603756405031038,2119,3600
SS Princess Irene,7.710458159044604,1922,3600
Brandenburg ,7.945551998194822,1136,3600
HMS Saltash Castle ,8.43228075993103,2581,3600
The Henrietta  ,8.598312416341923,2376,3600
Liparus ,8.921024977269434,1642,3600
Flying Dutchman ,9.035507876669238,2736,3600
USS Copperfin ,9.156143765748714,2606,3600
Geronimo ,9.510628223767378,2993,3600
USS Abraham Lincoln ,9.681116218897039,2731,3600
HMS Victoria ,10.001961656306534,2506,3600
SS Essess  ,10.19692071446964,2813,3600
USS Starfish ,11.03887153866128,1070,3600
The Inferno ,11.173674262748936,2206,3600
SS Princess Irene,11.473729521747835,1780,3600
Q Boat ,11.583194392919038,1149,3600
Gloria N ,11.762905543751176,1211,3600
SSN Ulysses ,11.893922886451781,2116,3600
Nautilus ,11.996079217637565,1364,3600
Morning Star ,12.411929581300384,2751,3600
The Henrietta  ,12.560138097067053,1839,3600
SS Happy Wanderer ,12.677648075700837,1025,3600
HMS Saltash Castle ,12.807523855578072,1194,3600
