Name,Arrival Time,TEU,Waiting Cost
Altair ,0.06070645133114101,2968,3600
SSNR Seaview ,0.24967181223723905,2338,3600
SS Andes ,0.3939406209613717,2010,3600
Saracen ,0.5040805849589013,2913,3600
HMS Compass Rose ,0.6273194049512554,2515,3600
SS Britannic ,0.9142410432160992,2247,3600
HMS Sutherland ,1.0674882829095584,2705,3600
Empress ,1.3516277371158159,2856,3600
Rights-of-Man ,1.4353734229114234,1904,3600
SS Britannic ,1.5942952626820315,1107,3600
Q Boat ,1.791005201055556,2175,3600
Q Boat ,1.9527106082087151,1652,3600
Turtle  ,2.100485835098735,2677,3600
Red Witch ,2.539619442833334,1967,3600
U-571  ,2.7033481476132013,2766,3600
HMS Endeavour ,2.875528497246142,1861,3600
USS Tigerfish ,3.0342802670671505,2536,3600
Argo ,3.1098388699104715,1300,3600
HMS Endeavour ,3.6103420591389477,1592,3600
HMS Venus ,3.771665824379914,1174,3600
USS Oakland ,3.866295495100176,2925,3600
HMS Torrin ,4.194856237551187,2260,3600
Argonautica ,4.443021551513479,2569,3600
Altair ,4.6532176406691494,1419,3600
IJN Shinaru ,4.722981254240612,2169,3600
USS Abraham Lincoln ,4.901384515779416,2207,3600
Hai Peng ,5.774867011979489,1763,3600
Rachel ,5.985420024780536,2741,3600
Rights-of-Man ,6.442223786255932,2501,3600
HMS Avenger ,6.671719745855331,1285,3600
USS Bedford ,6.8451943407746985,1837,3600
Black Hawk ,6.897972060842403,2477,3600
Arabella ,7.528557677089691,2538,3600
Argo ,7.729246329074313,1107,3600
Starfish  ,7.83386932552177,1646,3600
Belafonte ,7.896600920383512,1191,3600
HMS Endeavour ,8.004093666865161,2824,3600
HMS Defiant ,8.187842767868428,1065,3600
Argonautica ,8.538221792256563,1837,3600
Black Hawk ,8.687030429243364,1296,3600
SS Princess Irene,8.896498110454784,2048,3600
SS Claridon ,9.208842170129579,2128,3600
USS Copperfin ,9.813275547025333,2926,3600
The Inferno ,9.917204892664534,2891,3600
Hai Peng ,10.310170446735668,2618,3600
Jenny  ,10.466261691884355,2251,3600
Gloria N ,10.794502600574177,1811,3600
Red October ,11.06051060964069,1742,3600
Q Boat ,11.18319776695114,2333,3600
SSNR Seaview ,11.345620452938343,2435,3600
