Name,Arrival Time,TEU,Waiting Cost
Ghost ,0.29,2420,4239
HMS Solent  ,0.39,2871,2672
USS Davies ,0.66,2078,3244
Amindra ,0.95,1874,4104
Love Nest ,1.14,1617,3727
USS Thunderfish ,1.3,1584,3636
Rachel ,1.5,1971,3547
HMS Saltash Castle ,1.77,2187,3420
USS Tiger Shark ,2.1,1986,3283
SSNR Seaview ,2.16,2594,3316
SS Princess Irene,2.5,2238,4124
The Flying Wasp ,2.8,1676,4868
Black Swan ,3.21,1727,3073
Saracen ,3.38,1377,3191
Edinburgh Trader ,3.73,1209,2637
U-571  ,3.92,1838,3632
USS Dragonfish ,4.33,1135,4275
USS Pequod  ,4.47,1849,2182
Deep Quest  ,4.82,1446,2856
Nathan Ross ,4.96,2876,3290
HMS Sutherland ,5.02,2477,2998
Angelina  ,5.58,1171,4557
Argo ,5.68,2829,1567
Pequod ,5.8,2583,4556
Red Dragon  ,6.18,1512,4114
USS Sawfish ,6.27,2838,5031
Morning Star ,6.58,2475,4811
Black Swan ,6.83,1171,4419
Gloria N ,6.97,1855,2172
Empress ,7.12,1720,4518
Hahnchen Maru ,7.44,1323,3669
SSNR Seaview ,8.18,2169,3763
SS Venture ,8.35,2978,4692
Disco Volante ,8.68,2760,3001
Rachel ,8.9,2622,3484
Nathan Ross ,9.05,2350,1903
Argo ,9.49,2208,3700
Elizabeth Dane ,9.69,1087,2280
Angelina  ,9.84,1716,2139
Mary Deare ,10.24,1896,4037
Wonkatania ,10.43,1802,3343
USS Haynes ,10.64,2581,4378
HMS Nereid  ,10.93,2503,3672
HMS Interceptor ,11.04,2123,2720
African Queen ,11.13,2788,3018
Brandenburg ,11.74,1186,5040
Reaper  ,11.84,1949,2969
USS Copperfin ,11.93,2919,1999
HMS Viperess ,12.08,2893,2821
Rights-of-Man ,12.41,1007,3278
