Name,Arrival Time,TEU,Waiting Cost
African Queen ,0.38,2026,3489
Empress ,0.51,1332,4203
Saracen ,0.67,2561,4315
HMS Endeavour ,0.71,2182,2893
HMS Nereid  ,0.93,1130,3824
USS Belinda ,1.11,2399,3564
Belafonte ,1.37,2348,1944
USS Montana ,1.49,1790,4292
Rachel ,1.59,1700,5184
Nautilus ,1.87,1875,2143
Hahnchen Maru ,2.18,1674,4876
Immer Essen ,2.49,1648,2257
USS Starfish ,2.92,2355,2344
Argo ,3.12,2803,3759
SS Essess  ,3.33,1913,3045
Edinburgh Trader ,3.82,2648,3993
SS Antonia Graza ,4.22,1366,3814
SS Britannic ,4.34,1250,4197
Jenny ,4.41,1535,3047
Mary Deare ,4.71,1053,3108
SS Chiku Shan ,5.02,1342,3275
SS Sea Witch ,5.25,2095,3127
Hai Peng ,5.56,1183,4049
Yellow Submarine ,5.69,1991,3342
St. Georges ,5.84,2170,4202
USS Caine ,6.07,1097,4991
Hahnchen Maru ,6.26,2474,1160
Orca ,6.51,1866,3626
Sea Cliff  ,6.65,1588,2146
HMS Avenger ,6.82,2791,5441
USS Aspen ,7.1,1974,4867
Yellow Submarine ,7.24,2002,4234
Edinburgh Trader ,7.44,1683,4001
SS Minnow Johnson  ,7.62,1728,3348
SS Sea Witch ,7.76,2332,4350
USS Aspen ,8.29,1836,5234
HMS Shag at Sea  ,8.64,1844,2554
USS Echo ,8.78,1913,4251
HMS Victoria ,8.96,1550,3837
Brandenburg ,9.12,1142,1962
Black Swan ,9.39,1080,3458
Batavia Queen ,9.54,2496,4716
SS Essess  ,9.71,1139,4137
SS Happy Wanderer ,9.89,2403,3236
Red October ,10.05,2575,2811
HMS Bedford ,10.27,2977,1923
Nathan Ross ,10.51,1509,3062
HMS Solent  ,10.62,2782,5415
HMS Saltash Castle ,10.9,1255,4019
Orca ,10.98,2521,3867
