Name,Arrival Time,TEU,Waiting Cost
Nathan Ross ,0.32,1166,2975
HMS Endeavour ,0.57,1368,3292
SSN Ulysses ,1.02,1671,1580
USS Tigerfish ,1.2,1806,3370
USS Charleston  ,1.4,1644,3136
HMS Victoria ,1.65,1264,3641
Sea Cliff  ,2.08,2142,1559
Patna ,2.29,1688,3343
Amindra ,2.6,1738,4276
Amindra ,2.93,2516,4780
Amindra ,3.11,1316,2361
Rights-of-Man ,3.44,1667,3381
USS Dragonfish ,3.62,1383,3348
SS Sea Witch ,3.85,1387,1622
Orca ,3.98,1526,3431
Hai Peng ,4.45,1416,4054
Ghost ,4.88,2630,4790
SS Antonia Graza ,5.06,1518,3686
USS Sea Tiger ,5.2,2179,3522
SS Venture ,5.58,1933,4179
HMS Sutherland ,5.81,2274,2099
USS Davies ,6.01,1455,2375
HMS Torrin ,6.45,1833,4182
Stealth Ship ,6.61,1068,2937
Caledonia II  ,6.82,1951,3041
USS Stingray  ,7.25,1474,3555
Black Pearl ,7.39,1933,2913
SS Antonia Graza ,7.5,1896,2513
USS Reluctant ,7.93,1244,3028
Wonkatania ,8.32,1784,4647
Argonautica ,8.89,1676,5124
Benthic Explorer ,9.03,1242,4802
HMS Torrin ,9.5,1346,3577
Nautilus ,9.65,2543,3813
USS Aspen ,9.84,1684,3588
USS Aspen ,10.01,1477,2543
HMS Saltash Castle ,10.2,2175,2678
Wonkatania ,10.39,1514,3117
Altair ,10.6,1953,5586
USS Oakland ,10.74,1285,2369
Geronimo ,10.87,1841,3175
Rachel ,11.05,2747,3543
Rachel ,11.22,1098,2495
Argo ,11.36,1312,4718
Morning Star ,11.51,2941,5210
USS San Pablo ,11.99,1763,5260
USS Haynes ,12.13,1435,2359
Disco Volante ,12.52,2048,3133
HMS Chester ,12.66,2268,3544
SS Crescent Star,12.85,1713,3421
