Name,Arrival Time,TEU,Waiting Cost
Stealth Ship ,0.3,2553,4656
HMS Lydia ,0.61,2494,4490
Dulcibella ,0.88,1509,3203
SS Chiku Shan ,1.07,2087,3830
Deep Quest  ,1.18,2443,4861
USS Belinda ,1.36,2584,4439
USS Sea Tiger ,1.43,1350,1848
Love Nest ,1.96,2250,2707
Hai Peng ,2.13,2250,3978
Reaper  ,2.27,2360,5225
USS Tigerfish ,2.46,1515,4788
HMS Venus ,2.7,2443,1659
USS Belinda ,3.03,2129,4255
Red Witch ,3.1,2697,4273
Angelina  ,3.41,2780,2344
African Queen ,3.57,1176,2017
HMS Saltash Castle ,3.78,2625,3274
USS San Pablo ,3.91,2091,4265
Black Hawk ,4.08,2953,3588
HMS Venus ,4.5,2654,3498
Flying Dutchman ,4.71,1226,3615
Batavia Queen ,5.04,2775,4618
HMS Sutherland ,5.13,2047,2504
HMS Interceptor ,5.24,1071,4170
USS Belinda ,5.64,1415,2331
USS Tigerfish ,5.75,2016,4818
MS Ergenstrasse ,6.26,1610,2099
USS Lansing ,6.52,1062,3586
Elizabeth Dane ,6.68,1352,4778
SSN Ulysses ,6.86,2883,3399
Gloria N ,7.18,1982,4354
USS Poseidon ,7.36,2461,4197
HMS Sea Tiger ,7.59,1896,3177
Hahnchen Maru ,7.8,1606,3668
HMS Saltash Castle ,7.85,2455,1934
Deep Quest  ,8.08,2632,3765
USS Poseidon ,8.28,1051,5173
USS Scotia  ,8.59,2157,3261
Dulcibella ,8.83,1149,2240
HMS Devonshire ,9.37,1202,4352
Ning-Po  ,9.46,1100,6140
Acheron ,9.84,2442,2881
Jenny  ,10.5,1608,2771
USS Starfish ,10.64,2610,2934
USS Valhalla ,10.76,2307,3292
Black Pearl ,11.04,2764,3492
Nathan Ross ,11.3,2781,3828
Argonautica ,11.52,2342,4050
Jenny  ,11.62,1162,3938
Argo ,12.02,2033,4370
