Name,Arrival Time,TEU,Waiting Cost
Jenny  ,0.21,1275,4129
Glencairn ,0.34,2022,2656
HMS Defiant ,0.77,1356,3879
HMS Sea Tiger ,0.93,1990,4341
USS Tiger Shark ,1.11,1877,3222
U-571  ,1.26,2468,4945
USS Scotia  ,1.37,1223,2929
USS Caine ,1.56,1592,4042
Saracen ,1.72,2187,2172
Yellow Submarine ,2.07,2067,2747
Flying Dutchman ,2.16,2952,4621
Q Boat ,2.58,1243,1955
Gloria N ,2.97,1801,3377
USS Bedford ,3.27,1860,3985
Yellow Submarine ,3.42,2126,3387
Benthic Explorer ,3.82,1345,3162
HMS Nereid  ,4.14,1485,3710
SS Princess Irene,4.34,1943,4221
The Flying Wasp ,4.57,1000,3152
Academic Vladislav Volkov ,5.27,2459,5884
USS Starfish ,5.94,1384,2340
HMS Sea Tiger ,6.14,1591,3747
Turtle  ,6.33,2517,3329
USS Thunderfish ,6.42,1346,2864
USS Valhalla ,6.72,1550,4656
HMS Victoria ,6.91,2425,2490
USS Poseidon ,7.0,1777,4385
HMS Interceptor ,7.3,2056,3711
Love Nest ,7.59,2505,2751
Patna ,8.0,2798,4106
Black Swan ,8.43,2235,3386
SS Minnow Johnson  ,8.62,2732,2331
Starfish  ,9.1,1828,4037
USS Lansing ,9.28,1588,2875
Red October ,9.61,1912,3269
HMS Saltash Castle ,9.9,2192,2841
USS Reluctant ,10.0,2631,2121
Love Nest ,10.18,1769,2617
Academic Vladislav Volkov ,10.69,1045,2605
HMS Interceptor ,10.82,2493,4309
Love Nest ,10.97,1088,2552
Sea Cliff  ,11.24,2855,3793
HMS Sherwood  ,11.58,2416,1382
HMS Viperess ,11.82,1589,5421
Starfish  ,12.08,2454,4130
USS Aspen ,12.34,1089,3039
Edinburgh Trader ,12.66,2874,4672
Batavia Queen ,12.85,2629,4028
Turtle  ,13.07,2245,3316
MS Ergenstrasse ,13.18,1470,2755
