Name,Arrival Time,TEU,Waiting Cost
HMS Victoria ,0.19,1465,3249
The Inferno ,0.36,1114,2864
USS Starfish ,0.55,1319,2926
Angelina  ,0.63,2143,5026
Ulysses ,0.87,2443,2180
USS Tigerfish ,1.1,2853,1744
Flying Dutchman ,1.48,2988,2425
Red Dragon  ,1.88,3000,2826
Patna ,2.27,2081,1192
Edinburgh Trader ,2.39,2005,1824
Argo ,2.54,1489,4109
HMS Torrin ,2.62,2040,3326
The Henrietta  ,2.79,1823,4540
Acheron ,2.87,2883,2595
Argonautica ,3.35,1463,3781
Glencairn ,3.46,2472,2808
USS Stingray  ,3.72,2028,3169
Love Nest ,3.89,2421,4278
Jenny ,3.97,1899,2927
USS Reluctant ,4.13,1143,3233
The Inferno ,4.34,1287,2452
SS Goliath ,4.77,1584,3492
Nathan Ross ,5.22,1205,4872
Argonautica ,5.33,2085,3646
USS Poseidon ,5.58,1098,4537
USS Sea Tiger ,5.87,2459,4583
Q Boat ,6.03,2992,3678
Arabella ,6.16,2724,2521
Saracen ,6.55,1434,2770
Stealth Ship ,6.85,1298,2847
Angelina  ,6.93,2578,4468
HMS Avenger ,7.03,1505,3831
Wonkatania ,7.27,1461,3720
USS Scotia  ,7.38,2302,3004
HMS Sutherland ,7.47,1623,3352
Liparus ,7.65,2003,4145
USS Poseidon ,7.77,1391,3112
SSN Ulysses ,7.9,2829,2508
USS Stingray  ,8.13,1300,2626
HMS Nereid  ,8.36,2899,3765
Ghost ,8.48,1735,3945
Belafonte ,8.57,1588,2824
Belafonte ,8.77,2791,2354
Geronimo ,8.93,1682,3984
Edinburgh Trader ,9.16,1609,5130
Nautilus ,9.23,1035,2867
HMS Saltash Castle ,9.33,2475,2895
Aeolus ,9.56,1993,4000
Hahnchen Maru ,9.9,2366,3033
SSNR Seaview ,10.01,1115,2962
