Name,Arrival Time,TEU,Waiting Cost
USS Charleston  ,0.33,2223,2048
HMS Sea Tiger ,0.47,2900,3663
Deep Quest  ,0.93,1273,4080
Red Dragon  ,1.25,2824,4238
Starfish  ,1.4,2242,2353
SS Andes ,1.69,1061,2163
USS Caine ,1.75,2231,4366
USS Caine ,2.08,2317,3103
USS Lansing ,2.16,1355,2904
Nautilus ,2.42,1703,3326
Yellow Submarine ,2.58,2236,3665
HMS Devonshire ,2.69,2207,3167
USS Copperfin ,2.8,2748,4335
SS Claridon ,3.0,1964,3678
HMS Chester ,3.08,1112,4209
Acheron ,3.5,1942,4092
Q Boat ,3.73,2218,4793
HMS Compass Rose ,4.05,1195,3739
Orca ,4.35,1671,1778
Starfish  ,4.5,2741,4072
USS Scotia  ,4.87,1083,4582
Black Swan ,5.08,2544,4956
U-571  ,5.16,2737,240
USS San Pablo ,5.43,1740,4221
Saracen ,5.74,2980,3236
SS Britannic ,6.02,2455,4841
Jenny ,6.33,2459,3353
SS Andes ,6.63,1899,3926
Acheron ,6.95,2984,3356
Altair ,7.12,2478,4781
Ning-Po  ,7.26,2490,3830
HMS Chester ,7.4,1910,4192
Immer Essen ,7.48,2666,2188
Acheron ,7.8,1626,4064
Orca ,8.15,1252,3307
USS Reluctant ,8.78,2530,4586
SS Princess Irene,10.42,1952,3155
HMS Chester ,10.63,2178,5004
Black Pearl ,10.8,1735,4649
USS Aspen ,11.05,2210,4349
HMS Solent  ,11.2,1401,2713
Altair ,11.41,1857,4169
SS Essess  ,11.53,2974,3551
Angelina  ,11.83,2958,4875
Aquanaut 3  ,12.1,1894,4476
Poseidon ,12.41,2987,5286
Immer Essen ,12.52,2118,3882
Ning-Po  ,12.77,2654,2835
Aquanaut 3  ,13.14,2379,3047
Morning Star ,13.34,1942,1757
