Name,Arrival Time,TEU,Waiting Cost
SSN Ulysses ,0.33,2620,3313
HMS Nereid  ,0.41,2982,2113
Nautilus ,0.72,2277,5334
USS Tigerfish ,0.79,1966,3292
Starfish  ,0.94,2214,3776
SS Goliath ,1.14,2012,3533
Academic Vladislav Volkov ,1.53,2789,1912
Rob Roy ,1.78,2651,3381
Rachel ,2.05,2145,4471
HMS Nereid  ,2.23,1455,3785
SS Chiku Shan ,2.56,2926,3132
Belafonte ,2.87,2009,2592
Disco Volante ,3.08,1071,4257
Immer Essen ,3.35,2187,4738
Belafonte ,3.51,2786,4905
Amindra ,3.74,2703,3472
Morning Star ,3.96,2784,2659
Aeolus ,4.74,1374,3915
Sea Star ,4.86,2926,4552
The Flying Wasp ,4.98,1218,4830
Amindra ,5.32,2641,3758
Geronimo ,5.92,1160,4757
Red October ,6.07,2484,3892
SS Sea Witch ,6.57,2006,4116
Yellow Submarine ,6.86,2706,3656
SS Minnow Johnson  ,6.97,1268,2924
HMS Compass Rose ,7.09,1707,3881
The Henrietta  ,7.31,1932,4010
Starfish  ,7.45,2379,4479
Q Boat ,7.66,1155,2168
The Inferno ,7.81,2592,3676
Angelina  ,8.0,1128,3431
St. Georges ,8.13,2362,4888
Nathan Ross ,8.35,2182,3032
Brandenburg ,8.6,2834,2973
USS Reluctant ,8.87,1908,4377
Dulcibella ,9.7,2002,4070
HMS Lydia ,9.96,1203,3645
Yellow Submarine ,10.65,2680,4574
Argo ,10.78,1800,2377
USS Sea Tiger ,11.01,2774,4251
Aeolus ,11.18,1977,3355
Nathan Ross ,11.34,1747,2516
Argo ,11.5,2122,3361
HMS Sea Tiger ,11.58,1114,3621
HMS Sherwood  ,11.78,2790,2528
HMS Sherwood  ,11.99,1210,4260
Arabella ,12.56,2211,4404
Mary Deare ,12.92,2206,3890
HMS Avenger ,13.16,1617,4051
