Name,Arrival Time,TEU,Waiting Cost
Jenny ,0.14,1340,3819
Love Nest ,0.46,2197,1982
SSN Ulysses ,0.8,2650,4321
Stealth Ship ,1.03,1221,2713
Q Boat ,1.41,1853,4676
HMS Shag at Sea  ,1.49,2024,3669
Rights-of-Man ,1.67,2605,3918
Black Pearl ,1.85,2401,2787
Amindra ,1.96,1069,2126
Yellow Submarine ,2.13,1998,2689
Orca ,2.17,1764,3908
Stealth Ship ,2.41,2542,4881
USS Aspen ,2.6,1931,3969
Stealth Ship ,2.8,2512,4271
Morning Star ,3.26,1986,3979
Q Boat ,3.56,2492,4691
Gloria N ,3.7,2068,3016
HMS Avenger ,4.01,1211,4214
HMS Chester ,4.21,2545,3125
Aquanaut 3  ,4.87,2948,3494
IJN Shinaru ,4.96,1274,3553
Albatross ,5.2,1122,2431
USS Montana ,5.56,2218,4421
Black Swan ,5.65,2350,2081
USS Valhalla ,5.89,2774,4570
HMS Interceptor ,6.18,2262,3656
Altair ,6.3,1774,5021
SS Happy Wanderer ,6.72,1321,2316
Liparus ,6.92,1930,3690
Amindra ,7.05,2648,5001
HMS Devonshire ,7.46,1178,4011
HMS Sea Tiger ,7.54,2416,5274
Turtle  ,7.68,2618,3396
The Flying Wasp ,7.81,2448,4178
Starfish  ,8.14,2334,4303
Morning Star ,8.19,2611,2732
Hahnchen Maru ,8.33,1319,3820
USS Aspen ,8.38,2752,4054
USS Haynes ,8.74,1093,3050
SS Antonia Graza ,9.04,2232,3228
Love Nest ,9.22,1102,3108
USS Belinda ,9.49,1486,2313
African Queen ,9.58,1211,3941
St. Georges ,9.68,1274,3903
Elizabeth Dane ,9.78,1734,3688
Ulysses ,9.95,2377,3380
USS Dragonfish ,10.04,1922,3218
HMS Saltash Castle ,10.15,2701,2888
HMS Sherwood  ,10.3,2552,3333
SSN Ulysses ,10.49,1707,2536
