Name,Arrival Time,TEU,Waiting Cost
USS Dragonfish ,0.3,2193,2980
USS Copperfin ,0.58,1292,4375
Aquanaut 3  ,0.71,2996,4124
HMS Bedford ,0.92,2158,4242
Belafonte ,1.21,2166,3241
Argo ,1.51,2290,1964
Liparus ,2.15,1994,4832
USS Intrepid ,2.34,1037,2799
Rachel ,2.56,1703,3713
Jenny ,2.77,2894,4788
Patna ,3.13,2860,4520
USS Sawfish ,3.25,1483,3072
HMS Torrin ,3.54,2143,3989
HMS Endeavour ,3.72,1037,4600
Hai Peng ,4.01,2807,3384
Morning Star ,4.39,1672,4158
SS Crescent Star,4.83,1163,3449
HMS Defiant ,5.0,2492,3145
Jenny  ,5.48,1637,5085
Argonautica ,5.7,2648,2509
Saracen ,5.87,1957,5180
USS Pequod  ,5.98,2959,3665
USS San Pablo ,6.19,1500,2958
Empress ,6.43,1003,3335
St. Georges ,6.53,1276,3749
U-571  ,6.91,1830,3673
HMS Venus ,7.26,1652,3033
African Queen ,7.39,1521,4333
Rachel ,7.74,1547,5801
Starfish  ,8.15,2304,2474
Love Nest ,8.24,2433,4097
SS Venture ,8.73,1975,3671
USS Reluctant ,9.12,2152,4177
Aeolus ,9.25,1794,4236
Flying Dutchman ,9.43,1954,1077
HMS Defiant ,9.64,2083,2421
Hahnchen Maru ,9.9,2176,4171
Jenny ,10.11,1456,2837
HMS Bedford ,10.27,1909,3442
HMS Devonshire ,10.72,2369,3696
USS Davies ,10.79,2046,1807
Reaper  ,10.96,2809,2855
HMS Interceptor ,11.17,2528,3140
Altair ,11.25,1387,2767
Liparus ,11.48,1498,3766
USS Haynes ,11.82,2943,4744
Yellow Submarine ,12.13,2342,4061
Brandenburg ,12.77,2836,3840
Acheron ,13.01,2645,3296
U-571  ,13.87,2743,3679
