Name,Arrival Time,TEU,Waiting Cost
HMS Nereid  ,0.17,1680,4625
Rachel ,0.28,2138,3728
Brandenburg ,0.51,2923,3168
Mary Deare ,0.85,1145,4668
Rights-of-Man ,1.33,2988,3139
Sea Star ,1.53,2919,5195
Wonkatania ,1.64,1552,5471
Belafonte ,1.8,2122,3420
Morning Star ,2.12,1052,4231
Wonkatania ,2.34,1904,4517
USS Davies ,2.64,1312,3694
SS Chiku Shan ,2.96,2937,2207
Love Nest ,3.17,1392,2737
Patna ,3.35,2603,3727
Gloria N ,3.52,2666,2830
Immer Essen ,3.71,2278,3709
USS Oakland ,3.88,2458,3324
USS San Pablo ,3.97,2618,4570
HMS Endeavour ,4.23,1619,3707
USS Echo ,4.33,1065,4167
HMS Compass Rose ,4.42,1274,4183
USS Sawfish ,4.8,1757,4326
Albatross ,4.9,1011,2219
SS Venture ,5.27,1955,3543
U-571  ,5.53,2595,2373
Sea Star ,5.7,2765,3650
Liparus ,6.38,2956,3328
HMS Victoria ,6.93,1201,4472
USS Intrepid ,7.12,2920,2852
Argo ,7.35,1391,2749
Brandenburg ,7.64,2122,2799
HMS Sea Tiger ,7.87,1644,2911
SS Chiku Shan ,8.01,1627,1445
USS Sea Tiger ,8.27,2537,3864
SSN Ulysses ,8.66,1160,3868
USS San Pablo ,9.39,2766,4618
Elizabeth Dane ,9.82,2295,3149
Empress ,9.94,2572,3778
Disco Volante ,10.13,1024,3203
Reaper  ,10.23,1639,3886
USS Abraham Lincoln ,10.41,1641,2867
HMS Avenger ,10.71,1787,3316
Q Boat ,11.03,1186,3956
USS Stingray  ,11.31,1321,3457
Reaper  ,11.53,2728,4242
Proteus  ,11.63,1172,4862
SS Minnow Johnson  ,11.79,2543,4651
Morning Star ,12.11,2987,4629
Batavia Queen ,12.33,2215,3645
USS Copperfin ,12.45,2656,3949
