Name,Arrival Time,TEU,Waiting Cost
SSN Ulysses ,0.13,1740,4096
Caledonia II  ,0.19,1337,4186
Mary Deare ,0.43,1044,2888
HMS Solent  ,0.9,1295,2172
Pequod ,1.31,2563,2723
SS Claridon ,1.81,1482,5125
Hahnchen Maru ,2.1,2392,3373
Amindra ,2.28,1738,3782
USS Aspen ,2.38,2299,3990
HMS Sutherland ,2.48,2375,4242
USS San Pablo ,2.65,2597,3668
HMS Torrin ,2.83,1099,3109
Morning Star ,3.12,1441,2412
Patna ,3.28,1536,3130
HMS Defiant ,3.37,1039,3657
The Wanderer  ,3.55,2630,3965
Batavia Queen ,3.88,1556,5232
Nathan Ross ,4.5,1510,2771
Argo ,4.72,1374,2518
Starfish  ,4.9,1361,3648
Glencairn ,5.24,2717,3979
SS Minnow Johnson  ,5.42,1234,3348
SSN Ulysses ,5.72,2162,2623
IJN Shinaru ,5.87,2686,1686
HMS Interceptor ,6.06,2587,3698
HMS Chester ,6.35,2767,5353
Aquanaut 3  ,6.5,1130,5968
Hahnchen Maru ,6.65,1966,3897
HMS Interceptor ,6.77,2937,3203
USS Pequod  ,7.04,2560,4048
Rights-of-Man ,7.28,2031,2154
Altair ,7.33,1324,4781
Wonkatania ,7.81,1551,4589
Hahnchen Maru ,7.9,1882,5100
SSN Ulysses ,8.19,1211,3671
Pequod ,8.64,1462,3149
Wonkatania ,8.83,1077,2009
USS Scotia  ,9.2,2458,3754
U-571  ,9.45,2115,4589
The Henrietta  ,9.57,2692,2717
Q Boat ,9.7,1557,5698
HMS Avenger ,10.08,2675,4503
Stealth Ship ,10.23,1817,2745
HMS Bedford ,10.49,2212,3072
SS Venture ,10.71,2518,3406
Q Boat ,10.85,2903,3659
Ulysses ,11.33,2879,3526
The Wanderer  ,12.02,1888,1318
Jenny  ,12.21,1447,2722
USS Tigerfish ,12.33,2356,4112
