Name,Arrival Time,TEU,Waiting Cost
HMS Venus ,0.07,1175,3435
USS Echo ,0.57,2425,3865
HMS Devonshire ,0.72,2185,3657
Patna ,1.05,2317,3991
Dulcibella ,1.13,1465,4061
Dulcibella ,1.38,1579,3537
Proteus  ,1.54,2548,3836
USS Abraham Lincoln ,1.61,2905,3536
USS Haynes ,1.88,1498,3643
Black Hawk ,2.38,2698,3674
USS Aspen ,2.51,2434,3738
USS Bedford ,2.67,2659,3760
The Wanderer  ,3.34,1358,3135
USS Belinda ,3.62,2113,3913
USS Tigerfish ,4.03,1182,3160
USS Echo ,4.24,2628,3692
SS Crescent Star,4.55,1387,3201
Jenny ,5.0,1021,2947
Black Hawk ,5.11,2538,4073
The Inferno ,5.28,2163,3553
USS Sawfish ,5.53,1328,3526
Altair ,5.68,1327,3257
USS Stingray  ,5.73,1094,3538
USS Montana ,5.79,2347,3526
Morning Star ,5.98,2511,3650
Sea Star ,6.15,2920,3244
Jenny  ,6.39,1781,3542
SS Sea Witch ,6.7,2072,3610
USS Tiger Shark ,6.84,2750,3802
Red Dragon  ,7.1,2093,3718
USS Caine ,7.21,2054,3489
HMS Torrin ,7.31,2605,4166
Sea Star ,7.38,2514,3771
USS Lansing ,7.46,1134,3958
The Inferno ,7.74,1566,3787
USS Caine ,8.01,2184,3546
Edinburgh Trader ,8.11,1245,2931
Liparus ,8.49,2887,3404
SS Antonia Graza ,8.67,1197,4037
Academic Vladislav Volkov ,8.78,2647,3847
Rob Roy ,9.06,2685,3417
HMS Shag at Sea  ,9.21,1063,4171
USS Caine ,9.41,1764,2995
SSN Ulysses ,9.56,2378,3604
HMS Lydia ,9.81,1624,3664
Arabella ,10.13,2936,3481
Nathan Ross ,10.24,1812,3673
Dulcibella ,10.49,2374,3328
USS Lansing ,10.59,2949,3566
USS Scotia  ,10.65,2097,3808
