Name,Arrival Time,TEU,Waiting Cost
SSN Ulysses ,0.33,2620,4000
HMS Nereid  ,0.41,2982,3380
Nautilus ,0.72,2277,3511
USS Tigerfish ,0.79,1966,3937
Starfish  ,0.94,2214,3734
SS Goliath ,1.14,2012,3279
Academic Vladislav Volkov ,1.53,2789,2662
Rob Roy ,1.78,2651,3767
Rachel ,2.05,2145,3409
HMS Nereid  ,2.23,1455,3316
SS Chiku Shan ,2.56,2926,3177
Belafonte ,2.87,2009,3768
Disco Volante ,3.08,1071,3669
Immer Essen ,3.35,2187,3285
Belafonte ,3.51,2786,4057
Amindra ,3.74,2703,2967
Morning Star ,3.96,2784,3359
Aeolus ,4.74,1374,4297
Sea Star ,4.86,2926,3917
The Flying Wasp ,4.98,1218,3914
Amindra ,5.32,2641,3752
Geronimo ,5.92,1160,4133
Red October ,6.07,2484,3243
SS Sea Witch ,6.57,2006,3405
Yellow Submarine ,6.86,2706,3649
SS Minnow Johnson  ,6.97,1268,4104
HMS Compass Rose ,7.09,1707,3491
The Henrietta  ,7.31,1932,3636
Starfish  ,7.45,2379,3962
Q Boat ,7.66,1155,4329
The Inferno ,7.81,2592,3883
Angelina  ,8.0,1128,3221
St. Georges ,8.13,2362,2931
Nathan Ross ,8.35,2182,4015
Brandenburg ,8.6,2834,3279
USS Reluctant ,8.87,1908,3685
Dulcibella ,9.7,2002,3790
HMS Lydia ,9.96,1203,3569
Yellow Submarine ,10.65,2680,4459
Argo ,10.78,1800,4006
USS Sea Tiger ,11.01,2774,3555
Aeolus ,11.18,1977,3577
Nathan Ross ,11.34,1747,3906
Argo ,11.5,2122,3623
HMS Sea Tiger ,11.58,1114,3683
HMS Sherwood  ,11.78,2790,3729
HMS Sherwood  ,11.99,1210,3358
Arabella ,12.56,2211,4010
Mary Deare ,12.92,2206,3636
HMS Avenger ,13.16,1617,3389
