Name,Arrival Time,TEU,Waiting Cost
Jenny  ,0.21,1275,3589
Glencairn ,0.34,2022,4248
HMS Defiant ,0.77,1356,3842
HMS Sea Tiger ,0.93,1990,4224
USS Tiger Shark ,1.11,1877,3612
U-571  ,1.26,2468,3385
USS Scotia  ,1.37,1223,3794
USS Caine ,1.56,1592,3965
Saracen ,1.72,2187,3472
Yellow Submarine ,2.07,2067,3845
Flying Dutchman ,2.16,2952,3497
Q Boat ,2.58,1243,3211
Gloria N ,2.97,1801,4047
USS Bedford ,3.27,1860,3571
Yellow Submarine ,3.42,2126,3557
Benthic Explorer ,3.82,1345,4005
HMS Nereid  ,4.14,1485,4412
SS Princess Irene,4.34,1943,4331
The Flying Wasp ,4.57,1000,2971
Academic Vladislav Volkov ,5.27,2459,3451
USS Starfish ,5.94,1384,3470
HMS Sea Tiger ,6.14,1591,3296
Turtle  ,6.33,2517,3559
USS Thunderfish ,6.42,1346,3066
USS Valhalla ,6.72,1550,4077
HMS Victoria ,6.91,2425,3489
USS Poseidon ,7.0,1777,2988
HMS Interceptor ,7.3,2056,3812
Love Nest ,7.59,2505,3533
Patna ,8.0,2798,3735
Black Swan ,8.43,2235,3532
SS Minnow Johnson  ,8.62,2732,2850
Starfish  ,9.1,1828,3054
USS Lansing ,9.28,1588,3987
Red October ,9.61,1912,3133
HMS Saltash Castle ,9.9,2192,4016
USS Reluctant ,10.0,2631,3814
Love Nest ,10.18,1769,3636
Academic Vladislav Volkov ,10.69,1045,4149
HMS Interceptor ,10.82,2493,4020
Love Nest ,10.97,1088,3459
Sea Cliff  ,11.24,2855,3085
HMS Sherwood  ,11.58,2416,3237
HMS Viperess ,11.82,1589,3522
Starfish  ,12.08,2454,3149
USS Aspen ,12.34,1089,3036
Edinburgh Trader ,12.66,2874,3521
Batavia Queen ,12.85,2629,3487
Turtle  ,13.07,2245,3725
MS Ergenstrasse ,13.18,1470,3345
