Name,Arrival Time,TEU,Waiting Cost
HMS Victoria ,0.19,1465,3357
The Inferno ,0.36,1114,3069
USS Starfish ,0.55,1319,4158
Angelina  ,0.63,2143,3565
Ulysses ,0.87,2443,3755
USS Tigerfish ,1.1,2853,3127
Flying Dutchman ,1.48,2988,3583
Red Dragon  ,1.88,3000,3876
Patna ,2.27,2081,3832
Edinburgh Trader ,2.39,2005,3437
Argo ,2.54,1489,3843
HMS Torrin ,2.62,2040,3911
The Henrietta  ,2.79,1823,4158
Acheron ,2.87,2883,3619
Argonautica ,3.35,1463,3253
Glencairn ,3.46,2472,4103
USS Stingray  ,3.72,2028,4068
Love Nest ,3.89,2421,3068
Jenny ,3.97,1899,3396
USS Reluctant ,4.13,1143,3244
The Inferno ,4.34,1287,3775
SS Goliath ,4.77,1584,3343
Nathan Ross ,5.22,1205,3536
Argonautica ,5.33,2085,3615
USS Poseidon ,5.58,1098,4066
USS Sea Tiger ,5.87,2459,4172
Q Boat ,6.03,2992,3766
Arabella ,6.16,2724,3668
Saracen ,6.55,1434,3593
Stealth Ship ,6.85,1298,3852
Angelina  ,6.93,2578,3180
HMS Avenger ,7.03,1505,3688
Wonkatania ,7.27,1461,3350
USS Scotia  ,7.38,2302,3691
HMS Sutherland ,7.47,1623,3456
Liparus ,7.65,2003,3738
USS Poseidon ,7.77,1391,3513
SSN Ulysses ,7.9,2829,3453
USS Stingray  ,8.13,1300,3645
HMS Nereid  ,8.36,2899,3184
Ghost ,8.48,1735,3526
Belafonte ,8.57,1588,3256
Belafonte ,8.77,2791,4452
Geronimo ,8.93,1682,3338
Edinburgh Trader ,9.16,1609,3108
Nautilus ,9.23,1035,3556
HMS Saltash Castle ,9.33,2475,4361
Aeolus ,9.56,1993,3645
Hahnchen Maru ,9.9,2366,4250
SSNR Seaview ,10.01,1115,3346
