Name,Arrival Time,TEU,Waiting Cost
Deep Quest  ,0.61,1020,3982
Brandenburg ,0.9,1278,3224
HMS Sutherland ,1.35,1967,2975
USS Poseidon ,1.51,1709,3948
USS Scotia  ,1.68,1638,3411
Geronimo ,1.77,1514,3993
Morning Star ,1.89,2117,3948
HMS Sutherland ,2.06,1693,4073
HMS Sutherland ,2.4,1196,3581
USS Haynes ,2.55,1905,3933
Benthic Explorer ,2.74,1449,3169
Yellow Submarine ,2.94,1769,3481
Belafonte ,3.36,2515,3809
Edinburgh Trader ,3.49,1232,3308
Elizabeth Dane ,3.89,2263,3112
Jenny  ,3.97,2449,3506
Patna ,4.13,1412,3746
Red Witch ,4.51,1676,3944
SS Claridon ,4.77,1662,4066
The Henrietta  ,5.07,1723,3049
Orca ,5.32,1578,3418
Geronimo ,5.52,2716,3378
USS Charleston  ,5.76,1500,3827
USS Abraham Lincoln ,6.01,1812,3386
Ulysses ,6.25,2054,3668
USS Sawfish ,6.59,1018,3741
HMS Sherwood  ,6.71,2151,3213
USS Sawfish ,6.79,2104,2856
The Inferno ,7.07,2460,3836
St. Georges ,7.23,2327,3597
Morning Star ,7.33,2513,4115
Orca ,7.61,2970,3002
Ning-Po  ,7.69,1474,3451
USS Haynes ,7.79,2445,3093
Geronimo ,8.02,2245,3260
HMS Endeavour ,8.19,1679,2971
HMS Sherwood  ,8.27,1242,4059
HMS Sea Tiger ,8.65,1746,3325
USS Charleston  ,9.07,1244,4009
HMS Viperess ,9.43,2821,3585
USS Intrepid ,9.68,1849,3063
Argo ,9.92,1049,3571
Sea Star ,10.04,1741,2765
Morning Star ,10.57,2673,3269
Aquanaut 3  ,10.9,2037,3977
Jenny  ,11.08,2752,3350
Edinburgh Trader ,11.18,2172,3587
USS Scotia  ,11.29,1785,3384
USS Haynes ,11.74,1978,2758
Hai Peng ,12.48,1343,3522
