Name,Arrival Time,TEU,Waiting Cost
Belafonte ,0.32,2816,3353
Jenny ,0.61,2579,3819
Pequod ,0.66,2422,3563
Pequod ,0.76,2650,4065
HMS Venus ,0.92,1750,4303
HMS Chester ,1.0,2194,3888
USS Tiger Shark ,1.2,2779,3394
Academic Vladislav Volkov ,1.53,1721,4323
USS Echo ,1.63,1084,3313
The Henrietta  ,2.06,1124,3475
USS Montana ,2.66,1744,3176
HMS Avenger ,3.09,1788,3625
Amindra ,3.4,1218,3577
Love Nest ,3.87,2288,3227
Rob Roy ,4.07,2612,3327
Sea Star ,4.23,2712,3686
Angelina  ,4.53,2581,3914
Black Swan ,4.68,1015,4077
The Flying Wasp ,4.75,1757,3651
Yellow Submarine ,5.26,2167,3263
Amindra ,5.63,1201,4319
Deep Quest  ,5.83,2302,3660
Stealth Ship ,5.92,1362,3245
USS Montana ,6.3,2309,3591
USS Belinda ,6.42,2004,3520
Aeolus ,6.66,2948,2796
SS Minnow Johnson  ,6.89,1902,3366
USS Haynes ,7.91,2490,3700
USS Tigerfish ,8.25,1645,3338
Argonautica ,8.56,1243,3279
USS Sea Tiger ,8.83,2863,3593
Red Dragon  ,9.08,2651,3541
Deep Quest  ,9.19,2632,3231
Brandenburg ,9.38,2954,4723
HMS Endeavour ,9.47,1759,3745
Sea Star ,9.77,2635,3959
HMS Endeavour ,10.04,1412,3753
Wonkatania ,10.37,2942,3821
Arabella ,10.66,2278,3955
Reaper  ,10.89,1432,3254
HMS Victoria ,11.05,2690,3334
SS Britannic ,11.24,2414,3461
HMS Sutherland ,11.64,1655,3796
Arabella ,11.75,2425,3774
Ulysses ,12.01,2096,3209
Hai Peng ,12.27,2801,3568
Yellow Submarine ,12.42,1730,3659
Gloria N ,12.62,2604,3181
Argonautica ,12.79,2093,3931
Pequod ,12.86,1520,2995
