Name,Arrival Time,TEU,Waiting Cost
USS Aspen ,0.1,2991,3605
USS Abraham Lincoln ,0.21,2975,4009
Love Nest ,0.28,2864,3419
Brandenburg ,0.6,2648,3301
Benthic Explorer ,0.64,2705,3791
Nathan Ross ,0.7,1734,2799
SS Minnow Johnson  ,1.03,2556,3633
Arabella ,1.11,1781,3575
MS Ergenstrasse ,1.23,2777,4481
Dulcibella ,1.38,1051,3168
Arabella ,1.62,1105,3179
USS Aspen ,1.8,2393,3241
SS Princess Irene,2.16,1211,3997
The Henrietta  ,2.28,1273,3385
Gloria N ,2.44,2584,3589
Red October ,2.56,1091,3623
Black Pearl ,3.07,2896,3658
USS Intrepid ,3.25,2974,3884
SS Essess  ,3.53,1561,2852
HMS Interceptor ,3.74,1339,2944
Flying Dutchman ,3.82,1717,3658
USS Copperfin ,4.7,1322,3451
Reaper  ,4.86,2069,3771
HMS Sherwood  ,4.96,1446,3324
Black Pearl ,5.22,2980,3442
Brandenburg ,5.54,2925,3057
Ning-Po  ,5.67,2340,3034
Ning-Po  ,5.75,2478,3418
USS Montana ,5.88,2238,4000
SS Goliath ,6.17,2002,3721
Proteus  ,6.63,2142,3098
Arabella ,6.72,1897,3514
Rachel ,6.95,2856,4214
The Wanderer  ,7.37,1721,3810
USS Aspen ,7.69,1478,3896
SS Britannic ,7.9,2904,3442
Nathan Ross ,8.13,1512,3571
HMS Sherwood  ,8.23,2688,3774
Aeolus ,8.43,2898,2951
Rights-of-Man ,8.61,1339,3545
USS Belinda ,8.87,2537,4030
Black Swan ,9.16,2827,4447
Love Nest ,9.41,2983,3568
Proteus  ,9.58,2171,3349
HMS Defiant ,9.98,2822,4204
The Flying Wasp ,10.23,2477,3444
HMS Torrin ,10.51,2312,4220
Sea Cliff  ,10.61,2748,3404
SS Essess  ,10.88,1869,3237
Albatross ,11.03,1597,2865
