Name,Arrival Time,TEU,Waiting Cost
Black Hawk ,0.18,2944,3972
Immer Essen ,0.39,2885,3566
SS Sea Witch ,0.6,2948,3352
USS Dragonfish ,0.78,2621,2913
HMS Compass Rose ,0.94,1502,4658
Stealth Ship ,1.19,1345,3778
USS Charleston  ,1.35,1147,3543
Gloria N ,1.57,2028,2922
Ning-Po  ,1.62,2905,4168
The Flying Wasp ,1.88,2508,3128
USS Sawfish ,2.27,2553,3850
Red October ,2.71,2396,3684
USS Haynes ,2.81,2541,3380
Nathan Ross ,3.11,2179,3616
HMS Saltash Castle ,3.43,1954,3416
HMS Compass Rose ,3.54,2397,3653
USS Davies ,3.84,1604,3961
SS Minnow Johnson  ,4.26,2580,3876
USS Charleston  ,4.45,2585,3817
USS Dragonfish ,4.63,1445,2809
Starfish  ,4.82,2048,3456
SS Crescent Star,4.93,1732,3229
SS Chiku Shan ,5.41,1255,3685
HMS Sea Tiger ,5.67,1265,3839
HMS Compass Rose ,5.82,2714,3433
HMS Viperess ,6.0,1332,4078
USS San Pablo ,6.26,1829,3617
Rachel ,6.49,2661,3754
Red Dragon  ,6.61,1746,3141
Red Witch ,6.69,2046,3792
Sea Cliff  ,6.9,2310,4135
USS Dragonfish ,7.37,2215,2917
Acheron ,7.43,2973,3350
HMS Victoria ,7.64,2883,3955
Starfish  ,7.75,2699,3644
HMS Venus ,7.86,2230,3934
The Flying Wasp ,8.47,2136,3914
The Wanderer  ,9.25,2421,3785
Flying Dutchman ,9.46,1341,3716
HMS Interceptor ,10.0,2112,3251
Rights-of-Man ,10.09,2263,3088
Jenny  ,10.25,2526,3464
HMS Sherwood  ,10.66,2795,3563
Brandenburg ,10.77,2978,3715
Arabella ,11.11,2378,3960
SS Chiku Shan ,11.17,2292,3973
Love Nest ,11.53,1140,3201
Red Witch ,13.12,2401,4073
Poseidon ,13.55,1627,3894
Dulcibella ,13.73,2984,3576
