Name,Arrival Time,TEU,Waiting Cost
St. Georges ,0.29,1165,3893
The Inferno ,0.37,1473,3256
USS Reluctant ,1.06,2915,4204
USS Valhalla ,1.28,1026,3921
Glencairn ,1.56,2945,2869
HMS Endeavour ,1.79,2725,3613
SS Goliath ,2.38,1581,3212
Acheron ,2.79,2930,3202
HMS Venus ,3.91,1669,4207
HMS Compass Rose ,4.1,2659,4325
The Flying Wasp ,4.31,1937,3137
U-571  ,4.39,1853,4028
Rachel ,4.49,2102,4031
SS Venture ,4.58,1218,3522
SS Minnow Johnson  ,4.77,1901,2981
IJN Shinaru ,4.9,2383,3143
Aquanaut 3  ,5.2,2467,2913
USS Aspen ,5.48,1572,4207
SS Claridon ,5.68,2290,3673
Jenny  ,6.06,2363,3585
Q Boat ,6.14,2705,3384
SS Princess Irene,6.63,1099,3825
USS Haynes ,6.69,2683,2755
Amindra ,7.14,1530,4069
HMS Defiant ,7.38,1668,3417
Hai Peng ,7.59,1971,4159
USS Sawfish ,7.74,2522,3509
SSNR Seaview ,7.94,1883,2831
The Wanderer  ,8.03,1223,3647
Altair ,8.26,1833,3039
HMS Avenger ,8.31,2762,2935
St. Georges ,8.5,1088,3314
USS Tiger Shark ,8.83,1739,3720
Nautilus ,9.17,2764,3597
Nathan Ross ,9.4,2069,3670
USS San Pablo ,9.63,2299,3740
Jenny ,9.8,1670,3763
USS Stingray  ,10.15,1900,3695
The Henrietta  ,10.25,1091,4043
Orca ,10.51,2361,3936
Deep Quest  ,10.64,2962,3450
Arabella ,10.94,1581,3672
Amindra ,11.01,2464,3359
Angelina  ,11.13,2712,3340
USS Tigerfish ,11.27,1727,3227
Black Hawk ,11.43,2682,4028
SS Sea Witch ,12.22,1854,4473
Proteus  ,12.36,1966,3203
Geronimo ,12.55,1964,4367
USS Valhalla ,12.76,2992,3888
