Name,Arrival Time,TEU,Waiting Cost
African Queen ,0.38,2026,3438
Empress ,0.51,1332,3036
Saracen ,0.67,2561,3590
HMS Endeavour ,0.71,2182,3048
HMS Nereid  ,0.93,1130,3052
USS Belinda ,1.11,2399,3651
Belafonte ,1.37,2348,3362
USS Montana ,1.49,1790,3577
Rachel ,1.59,1700,3501
Nautilus ,1.87,1875,4354
Hahnchen Maru ,2.18,1674,3552
Immer Essen ,2.49,1648,3567
USS Starfish ,2.92,2355,3991
Argo ,3.12,2803,3426
SS Essess  ,3.33,1913,4101
Edinburgh Trader ,3.82,2648,3218
SS Antonia Graza ,4.22,1366,3977
SS Britannic ,4.34,1250,3790
Jenny ,4.41,1535,3338
Mary Deare ,4.71,1053,3671
SS Chiku Shan ,5.02,1342,3417
SS Sea Witch ,5.25,2095,3489
Hai Peng ,5.56,1183,3988
Yellow Submarine ,5.69,1991,3161
St. Georges ,5.84,2170,4059
USS Caine ,6.07,1097,3035
Hahnchen Maru ,6.26,2474,3279
Orca ,6.51,1866,3895
Sea Cliff  ,6.65,1588,3739
HMS Avenger ,6.82,2791,3087
USS Aspen ,7.1,1974,3832
Yellow Submarine ,7.24,2002,3833
Edinburgh Trader ,7.44,1683,3318
SS Minnow Johnson  ,7.62,1728,3537
SS Sea Witch ,7.76,2332,3825
USS Aspen ,8.29,1836,3740
HMS Shag at Sea  ,8.64,1844,3356
USS Echo ,8.78,1913,3389
HMS Victoria ,8.96,1550,3803
Brandenburg ,9.12,1142,3250
Black Swan ,9.39,1080,3781
Batavia Queen ,9.54,2496,4116
SS Essess  ,9.71,1139,3861
SS Happy Wanderer ,9.89,2403,3759
Red October ,10.05,2575,3700
HMS Bedford ,10.27,2977,3285
Nathan Ross ,10.51,1509,3907
HMS Solent  ,10.62,2782,3406
HMS Saltash Castle ,10.9,1255,3377
Orca ,10.98,2521,3500
