Name,Arrival Time,TEU,Waiting Cost
Red October ,0.33,1827,3868
HMS Viperess ,0.81,2239,4132
USS Caine ,0.91,1298,3345
HMS Endeavour ,0.99,1388,4572
USS Sawfish ,1.29,2943,3862
Dulcibella ,1.36,1834,3407
USS Bedford ,1.6,2223,4138
SS Essess  ,1.81,1301,3372
Proteus  ,2.07,1175,3863
SS Essess  ,2.37,2029,4320
Stealth Ship ,2.73,2383,3802
SS Minnow Johnson  ,2.98,1229,3946
HMS Lydia ,3.13,1116,4177
USS Poseidon ,3.23,1437,3223
USS Montana ,3.4,2970,3597
USS Scotia  ,3.59,2302,3696
Jenny ,3.83,2547,3037
SS Happy Wanderer ,4.11,2131,3196
Immer Essen ,4.22,2089,3459
The Wanderer  ,4.49,2720,3587
African Queen ,4.6,2399,3638
Nathan Ross ,4.9,1321,2996
Elizabeth Dane ,5.14,2094,3890
Acheron ,5.58,1835,3245
Black Hawk ,5.78,2662,3253
Immer Essen ,6.05,2647,4017
Proteus  ,6.24,1773,3972
Red Witch ,6.47,2775,4215
HMS Endeavour ,6.59,2736,4282
Caledonia II  ,7.32,2277,3728
USS Oakland ,7.62,1984,3742
Argonautica ,8.03,1595,3228
Disco Volante ,8.85,2080,3720
USS Charleston  ,9.05,2607,3564
Edinburgh Trader ,9.58,2858,3446
SS Britannic ,9.65,2996,3654
USS Oakland ,9.93,1901,4186
USS Tiger Shark ,10.24,1363,3982
SS Princess Irene,10.6,1936,3453
Morning Star ,10.96,2698,3261
SS Essess  ,11.11,2868,3764
USS Caine ,11.17,2901,3688
SS Venture ,11.3,1431,3063
Acheron ,11.52,1420,3131
Amindra ,11.96,2435,3200
IJN Shinaru ,12.51,1395,3462
Jenny  ,13.16,2422,4250
USS Reluctant ,13.23,2791,3932
Patna ,13.41,1216,3685
Rob Roy ,13.47,2325,3478
