Name,Arrival Time,TEU,Waiting Cost
USS Charleston  ,0.33,2223,2800
HMS Sea Tiger ,0.47,2900,3435
Deep Quest  ,0.93,1273,3322
Red Dragon  ,1.25,2824,3730
Starfish  ,1.4,2242,3244
SS Andes ,1.69,1061,4128
USS Caine ,1.75,2231,3427
USS Caine ,2.08,2317,3296
USS Lansing ,2.16,1355,3336
Nautilus ,2.42,1703,4407
Yellow Submarine ,2.58,2236,3941
HMS Devonshire ,2.69,2207,3466
USS Copperfin ,2.8,2748,3741
SS Claridon ,3.0,1964,3506
HMS Chester ,3.08,1112,3381
Acheron ,3.5,1942,3838
Q Boat ,3.73,2218,3761
HMS Compass Rose ,4.05,1195,4051
Orca ,4.35,1671,3191
Starfish  ,4.5,2741,3900
USS Scotia  ,4.87,1083,3717
Black Swan ,5.08,2544,3848
U-571  ,5.16,2737,3476
USS San Pablo ,5.43,1740,3854
Saracen ,5.74,2980,3705
SS Britannic ,6.02,2455,4413
Jenny ,6.33,2459,3688
SS Andes ,6.63,1899,3376
Acheron ,6.95,2984,2753
Altair ,7.12,2478,3096
Ning-Po  ,7.26,2490,3188
HMS Chester ,7.4,1910,3642
Immer Essen ,7.48,2666,3765
Acheron ,7.8,1626,3801
Orca ,8.15,1252,4055
USS Reluctant ,8.78,2530,3719
SS Princess Irene,10.42,1952,3434
HMS Chester ,10.63,2178,3996
Black Pearl ,10.8,1735,3804
USS Aspen ,11.05,2210,3558
HMS Solent  ,11.2,1401,2784
Altair ,11.41,1857,3645
SS Essess  ,11.53,2974,3447
Angelina  ,11.83,2958,3485
Aquanaut 3  ,12.1,1894,3289
Poseidon ,12.41,2987,2981
Immer Essen ,12.52,2118,3590
Ning-Po  ,12.77,2654,3872
Aquanaut 3  ,13.14,2379,3606
Morning Star ,13.34,1942,3195
