Name,Arrival Time,TEU,Waiting Cost
Jenny ,0.14,1340,2790
Love Nest ,0.46,2197,3356
SSN Ulysses ,0.8,2650,3344
Stealth Ship ,1.03,1221,3155
Q Boat ,1.41,1853,3766
HMS Shag at Sea  ,1.49,2024,3792
Rights-of-Man ,1.67,2605,3986
Black Pearl ,1.85,2401,3237
Amindra ,1.96,1069,3348
Yellow Submarine ,2.13,1998,3931
Orca ,2.17,1764,3299
Stealth Ship ,2.41,2542,3960
USS Aspen ,2.6,1931,3887
Stealth Ship ,2.8,2512,3743
Morning Star ,3.26,1986,4048
Q Boat ,3.56,2492,3706
Gloria N ,3.7,2068,3361
HMS Avenger ,4.01,1211,4042
HMS Chester ,4.21,2545,3443
Aquanaut 3  ,4.87,2948,2999
IJN Shinaru ,4.96,1274,4146
Albatross ,5.2,1122,3236
USS Montana ,5.56,2218,3104
Black Swan ,5.65,2350,3611
USS Valhalla ,5.89,2774,4124
HMS Interceptor ,6.18,2262,4066
Altair ,6.3,1774,3629
SS Happy Wanderer ,6.72,1321,2976
Liparus ,6.92,1930,3359
Amindra ,7.05,2648,3164
HMS Devonshire ,7.46,1178,3172
HMS Sea Tiger ,7.54,2416,3717
Turtle  ,7.68,2618,3933
The Flying Wasp ,7.81,2448,3896
Starfish  ,8.14,2334,3561
Morning Star ,8.19,2611,3868
Hahnchen Maru ,8.33,1319,3489
USS Aspen ,8.38,2752,3596
USS Haynes ,8.74,1093,3707
SS Antonia Graza ,9.04,2232,3004
Love Nest ,9.22,1102,3790
USS Belinda ,9.49,1486,3604
African Queen ,9.58,1211,3441
St. Georges ,9.68,1274,4084
Elizabeth Dane ,9.78,1734,4169
Ulysses ,9.95,2377,3252
USS Dragonfish ,10.04,1922,2803
HMS Saltash Castle ,10.15,2701,2866
HMS Sherwood  ,10.3,2552,3587
SSN Ulysses ,10.49,1707,3769
