Name,Arrival Time,TEU,Waiting Cost
Red October ,0.33,1827,3600
HMS Viperess ,0.81,2239,3600
USS Caine ,0.91,1298,3600
HMS Endeavour ,0.99,1388,3600
USS Sawfish ,1.29,2943,3600
Dulcibella ,1.36,1834,3600
USS Bedford ,1.6,2223,3600
SS Essess  ,1.81,1301,3600
Proteus  ,2.07,1175,3600
SS Essess  ,2.37,2029,3600
Stealth Ship ,2.73,2383,3600
SS Minnow Johnson  ,2.98,1229,3600
HMS Lydia ,3.13,1116,3600
USS Poseidon ,3.23,1437,3600
USS Montana ,3.4,2970,3600
USS Scotia  ,3.59,2302,3600
Jenny ,3.83,2547,3600
SS Happy Wanderer ,4.11,2131,3600
Immer Essen ,4.22,2089,3600
The Wanderer  ,4.49,2720,3600
African Queen ,4.6,2399,3600
Nathan Ross ,4.9,1321,3600
Elizabeth Dane ,5.14,2094,3600
Acheron ,5.58,1835,3600
Black Hawk ,5.78,2662,3600
Immer Essen ,6.05,2647,3600
Proteus  ,6.24,1773,3600
Red Witch ,6.47,2775,3600
HMS Endeavour ,6.59,2736,3600
Caledonia II  ,7.32,2277,3600
USS Oakland ,7.62,1984,3600
Argonautica ,8.03,1595,3600
Disco Volante ,8.85,2080,3600
USS Charleston  ,9.05,2607,3600
Edinburgh Trader ,9.58,2858,3600
SS Britannic ,9.65,2996,3600
USS Oakland ,9.93,1901,3600
USS Tiger Shark ,10.24,1363,3600
SS Princess Irene,10.6,1936,3600
Morning Star ,10.96,2698,3600
SS Essess  ,11.11,2868,3600
USS Caine ,11.17,2901,3600
SS Venture ,11.3,1431,3600
Acheron ,11.52,1420,3600
Amindra ,11.96,2435,3600
IJN Shinaru ,12.51,1395,3600
Jenny  ,13.16,2422,3600
USS Reluctant ,13.23,2791,3600
Patna ,13.41,1216,3600
Rob Roy ,13.47,2325,3600
