Name,Arrival Time,TEU,Waiting Cost
Black Hawk ,0.18,2944,3600
Immer Essen ,0.39,2885,3600
SS Sea Witch ,0.6,2948,3600
USS Dragonfish ,0.78,2621,3600
HMS Compass Rose ,0.94,1502,3600
Stealth Ship ,1.19,1345,3600
USS Charleston  ,1.35,1147,3600
Gloria N ,1.57,2028,3600
Ning-Po  ,1.62,2905,3600
The Flying Wasp ,1.88,2508,3600
USS Sawfish ,2.27,2553,3600
Red October ,2.71,2396,3600
USS Haynes ,2.81,2541,3600
Nathan Ross ,3.11,2179,3600
HMS Saltash Castle ,3.43,1954,3600
HMS Compass Rose ,3.54,2397,3600
USS Davies ,3.84,1604,3600
SS Minnow Johnson  ,4.26,2580,3600
USS Charleston  ,4.45,2585,3600
USS Dragonfish ,4.63,1445,3600
Starfish  ,4.82,2048,3600
SS Crescent Star,4.93,1732,3600
SS Chiku Shan ,5.41,1255,3600
HMS Sea Tiger ,5.67,1265,3600
HMS Compass Rose ,5.82,2714,3600
HMS Viperess ,6.0,1332,3600
USS San Pablo ,6.26,1829,3600
Rachel ,6.49,2661,3600
Red Dragon  ,6.61,1746,3600
Red Witch ,6.69,2046,3600
Sea Cliff  ,6.9,2310,3600
USS Dragonfish ,7.37,2215,3600
Acheron ,7.43,2973,3600
HMS Victoria ,7.64,2883,3600
Starfish  ,7.75,2699,3600
HMS Venus ,7.86,2230,3600
The Flying Wasp ,8.47,2136,3600
The Wanderer  ,9.25,2421,3600
Flying Dutchman ,9.46,1341,3600
HMS Interceptor ,10.0,2112,3600
Rights-of-Man ,10.09,2263,3600
Jenny  ,10.25,2526,3600
HMS Sherwood  ,10.66,2795,3600
Brandenburg ,10.77,2978,3600
Arabella ,11.11,2378,3600
SS Chiku Shan ,11.17,2292,3600
Love Nest ,11.53,1140,3600
Red Witch ,13.12,2401,3600
Poseidon ,13.55,1627,3600
Dulcibella ,13.73,2984,3600
