Name,Arrival Time,TEU,Waiting Cost
Belafonte ,0.32,2816,3600
Jenny ,0.61,2579,3600
Pequod ,0.66,2422,3600
Pequod ,0.76,2650,3600
HMS Venus ,0.92,1750,3600
HMS Chester ,1.0,2194,3600
USS Tiger Shark ,1.2,2779,3600
Academic Vladislav Volkov ,1.53,1721,3600
USS Echo ,1.63,1084,3600
The Henrietta  ,2.06,1124,3600
USS Montana ,2.66,1744,3600
HMS Avenger ,3.09,1788,3600
Amindra ,3.4,1218,3600
Love Nest ,3.87,2288,3600
Rob Roy ,4.07,2612,3600
Sea Star ,4.23,2712,3600
Angelina  ,4.53,2581,3600
Black Swan ,4.68,1015,3600
The Flying Wasp ,4.75,1757,3600
Yellow Submarine ,5.26,2167,3600
Amindra ,5.63,1201,3600
Deep Quest  ,5.83,2302,3600
Stealth Ship ,5.92,1362,3600
USS Montana ,6.3,2309,3600
USS Belinda ,6.42,2004,3600
Aeolus ,6.66,2948,3600
SS Minnow Johnson  ,6.89,1902,3600
USS Haynes ,7.91,2490,3600
USS Tigerfish ,8.25,1645,3600
Argonautica ,8.56,1243,3600
USS Sea Tiger ,8.83,2863,3600
Red Dragon  ,9.08,2651,3600
Deep Quest  ,9.19,2632,3600
Brandenburg ,9.38,2954,3600
HMS Endeavour ,9.47,1759,3600
Sea Star ,9.77,2635,3600
HMS Endeavour ,10.04,1412,3600
Wonkatania ,10.37,2942,3600
Arabella ,10.66,2278,3600
Reaper  ,10.89,1432,3600
HMS Victoria ,11.05,2690,3600
SS Britannic ,11.24,2414,3600
HMS Sutherland ,11.64,1655,3600
Arabella ,11.75,2425,3600
Ulysses ,12.01,2096,3600
Hai Peng ,12.27,2801,3600
Yellow Submarine ,12.42,1730,3600
Gloria N ,12.62,2604,3600
Argonautica ,12.79,2093,3600
Pequod ,12.86,1520,3600
