Name,Arrival Time,TEU,Waiting Cost
SSN Ulysses ,0.13,1740,3600
Caledonia II  ,0.19,1337,3600
Mary Deare ,0.43,1044,3600
HMS Solent  ,0.9,1295,3600
Pequod ,1.31,2563,3600
SS Claridon ,1.81,1482,3600
Hahnchen Maru ,2.1,2392,3600
Amindra ,2.28,1738,3600
USS Aspen ,2.38,2299,3600
HMS Sutherland ,2.48,2375,3600
USS San Pablo ,2.65,2597,3600
HMS Torrin ,2.83,1099,3600
Morning Star ,3.12,1441,3600
Patna ,3.28,1536,3600
HMS Defiant ,3.37,1039,3600
The Wanderer  ,3.55,2630,3600
Batavia Queen ,3.88,1556,3600
Nathan Ross ,4.5,1510,3600
Argo ,4.72,1374,3600
Starfish  ,4.9,1361,3600
Glencairn ,5.24,2717,3600
SS Minnow Johnson  ,5.42,1234,3600
SSN Ulysses ,5.72,2162,3600
IJN Shinaru ,5.87,2686,3600
HMS Interceptor ,6.06,2587,3600
HMS Chester ,6.35,2767,3600
Aquanaut 3  ,6.5,1130,3600
Hahnchen Maru ,6.65,1966,3600
HMS Interceptor ,6.77,2937,3600
USS Pequod  ,7.04,2560,3600
Rights-of-Man ,7.28,2031,3600
Altair ,7.33,1324,3600
Wonkatania ,7.81,1551,3600
Hahnchen Maru ,7.9,1882,3600
SSN Ulysses ,8.19,1211,3600
Pequod ,8.64,1462,3600
Wonkatania ,8.83,1077,3600
USS Scotia  ,9.2,2458,3600
U-571  ,9.45,2115,3600
The Henrietta  ,9.57,2692,3600
Q Boat ,9.7,1557,3600
HMS Avenger ,10.08,2675,3600
Stealth Ship ,10.23,1817,3600
HMS Bedford ,10.49,2212,3600
SS Venture ,10.71,2518,3600
Q Boat ,10.85,2903,3600
Ulysses ,11.33,2879,3600
The Wanderer  ,12.02,1888,3600
Jenny  ,12.21,1447,3600
USS Tigerfish ,12.33,2356,3600
