Name,Arrival Time,TEU,Waiting Cost
HMS Nereid  ,0.17,1680,3600
Rachel ,0.28,2138,3600
Brandenburg ,0.51,2923,3600
Mary Deare ,0.85,1145,3600
Rights-of-Man ,1.33,2988,3600
Sea Star ,1.53,2919,3600
Wonkatania ,1.64,1552,3600
Belafonte ,1.8,2122,3600
Morning Star ,2.12,1052,3600
Wonkatania ,2.34,1904,3600
USS Davies ,2.64,1312,3600
SS Chiku Shan ,2.96,2937,3600
Love Nest ,3.17,1392,3600
Patna ,3.35,2603,3600
Gloria N ,3.52,2666,3600
Immer Essen ,3.71,2278,3600
USS Oakland ,3.88,2458,3600
USS San Pablo ,3.97,2618,3600
HMS Endeavour ,4.23,1619,3600
USS Echo ,4.33,1065,3600
HMS Compass Rose ,4.42,1274,3600
USS Sawfish ,4.8,1757,3600
Albatross ,4.9,1011,3600
SS Venture ,5.27,1955,3600
U-571  ,5.53,2595,3600
Sea Star ,5.7,2765,3600
Liparus ,6.38,2956,3600
HMS Victoria ,6.93,1201,3600
USS Intrepid ,7.12,2920,3600
Argo ,7.35,1391,3600
Brandenburg ,7.64,2122,3600
HMS Sea Tiger ,7.87,1644,3600
SS Chiku Shan ,8.01,1627,3600
USS Sea Tiger ,8.27,2537,3600
SSN Ulysses ,8.66,1160,3600
USS San Pablo ,9.39,2766,3600
Elizabeth Dane ,9.82,2295,3600
Empress ,9.94,2572,3600
Disco Volante ,10.13,1024,3600
Reaper  ,10.23,1639,3600
USS Abraham Lincoln ,10.41,1641,3600
HMS Avenger ,10.71,1787,3600
Q Boat ,11.03,1186,3600
USS Stingray  ,11.31,1321,3600
Reaper  ,11.53,2728,3600
Proteus  ,11.63,1172,3600
SS Minnow Johnson  ,11.79,2543,3600
Morning Star ,12.11,2987,3600
Batavia Queen ,12.33,2215,3600
USS Copperfin ,12.45,2656,3600
