Name,Arrival Time,TEU,Waiting Cost
African Queen ,0.38,2026,3600
Empress ,0.51,1332,3600
Saracen ,0.67,2561,3600
HMS Endeavour ,0.71,2182,3600
HMS Nereid  ,0.93,1130,3600
USS Belinda ,1.11,2399,3600
Belafonte ,1.37,2348,3600
USS Montana ,1.49,1790,3600
Rachel ,1.59,1700,3600
Nautilus ,1.87,1875,3600
Hahnchen Maru ,2.18,1674,3600
Immer Essen ,2.49,1648,3600
USS Starfish ,2.92,2355,3600
Argo ,3.12,2803,3600
SS Essess  ,3.33,1913,3600
Edinburgh Trader ,3.82,2648,3600
SS Antonia Graza ,4.22,1366,3600
SS Britannic ,4.34,1250,3600
Jenny ,4.41,1535,3600
Mary Deare ,4.71,1053,3600
SS Chiku Shan ,5.02,1342,3600
SS Sea Witch ,5.25,2095,3600
Hai Peng ,5.56,1183,3600
Yellow Submarine ,5.69,1991,3600
St. Georges ,5.84,2170,3600
USS Caine ,6.07,1097,3600
Hahnchen Maru ,6.26,2474,3600
Orca ,6.51,1866,3600
Sea Cliff  ,6.65,1588,3600
HMS Avenger ,6.82,2791,3600
USS Aspen ,7.1,1974,3600
Yellow Submarine ,7.24,2002,3600
Edinburgh Trader ,7.44,1683,3600
SS Minnow Johnson  ,7.62,1728,3600
SS Sea Witch ,7.76,2332,3600
USS Aspen ,8.29,1836,3600
HMS Shag at Sea  ,8.64,1844,3600
USS Echo ,8.78,1913,3600
HMS Victoria ,8.96,1550,3600
Brandenburg ,9.12,1142,3600
Black Swan ,9.39,1080,3600
Batavia Queen ,9.54,2496,3600
SS Essess  ,9.71,1139,3600
SS Happy Wanderer ,9.89,2403,3600
Red October ,10.05,2575,3600
HMS Bedford ,10.27,2977,3600
Nathan Ross ,10.51,1509,3600
HMS Solent  ,10.62,2782,3600
HMS Saltash Castle ,10.9,1255,3600
Orca ,10.98,2521,3600
