Name,Arrival Time,TEU,Waiting Cost
Stealth Ship ,0.3,2553,3600
HMS Lydia ,0.61,2494,3600
Dulcibella ,0.88,1509,3600
SS Chiku Shan ,1.07,2087,3600
Deep Quest  ,1.18,2443,3600
USS Belinda ,1.36,2584,3600
USS Sea Tiger ,1.43,1350,3600
Love Nest ,1.96,2250,3600
Hai Peng ,2.13,2250,3600
Reaper  ,2.27,2360,3600
USS Tigerfish ,2.46,1515,3600
HMS Venus ,2.7,2443,3600
USS Belinda ,3.03,2129,3600
Red Witch ,3.1,2697,3600
Angelina  ,3.41,2780,3600
African Queen ,3.57,1176,3600
HMS Saltash Castle ,3.78,2625,3600
USS San Pablo ,3.91,2091,3600
Black Hawk ,4.08,2953,3600
HMS Venus ,4.5,2654,3600
Flying Dutchman ,4.71,1226,3600
Batavia Queen ,5.04,2775,3600
HMS Sutherland ,5.13,2047,3600
HMS Interceptor ,5.24,1071,3600
USS Belinda ,5.64,1415,3600
USS Tigerfish ,5.75,2016,3600
MS Ergenstrasse ,6.26,1610,3600
USS Lansing ,6.52,1062,3600
Elizabeth Dane ,6.68,1352,3600
SSN Ulysses ,6.86,2883,3600
Gloria N ,7.18,1982,3600
USS Poseidon ,7.36,2461,3600
HMS Sea Tiger ,7.59,1896,3600
Hahnchen Maru ,7.8,1606,3600
HMS Saltash Castle ,7.85,2455,3600
Deep Quest  ,8.08,2632,3600
USS Poseidon ,8.28,1051,3600
USS Scotia  ,8.59,2157,3600
Dulcibella ,8.83,1149,3600
HMS Devonshire ,9.37,1202,3600
Ning-Po  ,9.46,1100,3600
Acheron ,9.84,2442,3600
Jenny  ,10.5,1608,3600
USS Starfish ,10.64,2610,3600
USS Valhalla ,10.76,2307,3600
Black Pearl ,11.04,2764,3600
Nathan Ross ,11.3,2781,3600
Argonautica ,11.52,2342,3600
Jenny  ,11.62,1162,3600
Argo ,12.02,2033,3600
