Name,Arrival Time,TEU,Waiting Cost
Yellow Submarine ,0.17,2564,3600
Q Boat ,0.37,2578,3600
SS Britannic ,0.46,1779,3600
Nautilus ,0.54,1048,3600
Albatross ,0.74,2120,3600
Starfish  ,0.85,2100,3600
Rachel ,0.97,1909,3600
HMS Interceptor ,1.17,1064,3600
The Inferno ,1.42,1167,3600
Black Pearl ,1.74,1847,3600
USS Aspen ,1.92,2310,3600
Immer Essen ,2.26,2035,3600
Red Witch ,2.47,2104,3600
USS Valhalla ,2.66,2050,3600
SS Minnow Johnson  ,2.84,2440,3600
SS Antonia Graza ,3.06,1977,3600
Red Dragon  ,3.17,1052,3600
The Flying Wasp ,3.33,1075,3600
SS Antonia Graza ,3.41,1507,3600
USS Montana ,3.69,1844,3600
Ghost ,3.86,2929,3600
Angelina  ,4.19,1248,3600
Acheron ,4.64,1291,3600
HMS Compass Rose ,4.72,1288,3600
St. Georges ,4.93,1087,3600
IJN Shinaru ,5.09,2109,3600
HMS Torrin ,5.33,2044,3600
HMS Sutherland ,5.54,1509,3600
HMS Sutherland ,5.67,2248,3600
USS Stingray  ,5.9,1705,3600
SS Chiku Shan ,6.09,1094,3600
Aeolus ,6.4,1413,3600
SS Venture ,6.53,1486,3600
HMS Shag at Sea  ,6.69,1886,3600
Gloria N ,6.84,1596,3600
Proteus  ,7.01,2403,3600
HMS Bedford ,7.36,2800,3600
Immer Essen ,7.53,1070,3600
USS Abraham Lincoln ,7.74,1079,3600
Yellow Submarine ,8.01,2782,3600
Yellow Submarine ,8.06,1000,3600
HMS Victoria ,8.19,2286,3600
SS Princess Irene,8.52,2992,3600
Ning-Po  ,8.68,2318,3600
Argonautica ,8.79,1470,3600
Argo ,9.18,1199,3600
Ning-Po  ,9.39,2367,3600
Brandenburg ,9.49,1998,3600
Disco Volante ,10.14,2361,3600
Glencairn ,10.21,2731,3600
