Name,Arrival Time,TEU,Waiting Cost
Ghost ,0.29,2420,3600
HMS Solent  ,0.39,2871,3600
USS Davies ,0.66,2078,3600
Amindra ,0.95,1874,3600
Love Nest ,1.14,1617,3600
USS Thunderfish ,1.3,1584,3600
Rachel ,1.5,1971,3600
HMS Saltash Castle ,1.77,2187,3600
USS Tiger Shark ,2.1,1986,3600
SSNR Seaview ,2.16,2594,3600
SS Princess Irene,2.5,2238,3600
The Flying Wasp ,2.8,1676,3600
Black Swan ,3.21,1727,3600
Saracen ,3.38,1377,3600
Edinburgh Trader ,3.73,1209,3600
U-571  ,3.92,1838,3600
USS Dragonfish ,4.33,1135,3600
USS Pequod  ,4.47,1849,3600
Deep Quest  ,4.82,1446,3600
Nathan Ross ,4.96,2876,3600
HMS Sutherland ,5.02,2477,3600
Angelina  ,5.58,1171,3600
Argo ,5.68,2829,3600
Pequod ,5.8,2583,3600
Red Dragon  ,6.18,1512,3600
USS Sawfish ,6.27,2838,3600
Morning Star ,6.58,2475,3600
Black Swan ,6.83,1171,3600
Gloria N ,6.97,1855,3600
Empress ,7.12,1720,3600
Hahnchen Maru ,7.44,1323,3600
SSNR Seaview ,8.18,2169,3600
SS Venture ,8.35,2978,3600
Disco Volante ,8.68,2760,3600
Rachel ,8.9,2622,3600
Nathan Ross ,9.05,2350,3600
Argo ,9.49,2208,3600
Elizabeth Dane ,9.69,1087,3600
Angelina  ,9.84,1716,3600
Mary Deare ,10.24,1896,3600
Wonkatania ,10.43,1802,3600
USS Haynes ,10.64,2581,3600
HMS Nereid  ,10.93,2503,3600
HMS Interceptor ,11.04,2123,3600
African Queen ,11.13,2788,3600
Brandenburg ,11.74,1186,3600
Reaper  ,11.84,1949,3600
USS Copperfin ,11.93,2919,3600
HMS Viperess ,12.08,2893,3600
Rights-of-Man ,12.41,1007,3600
