Name,Arrival Time,TEU,Waiting Cost
USS Aspen ,0.1,2991,3600
USS Abraham Lincoln ,0.21,2975,3600
Love Nest ,0.28,2864,3600
Brandenburg ,0.6,2648,3600
Benthic Explorer ,0.64,2705,3600
Nathan Ross ,0.7,1734,3600
SS Minnow Johnson  ,1.03,2556,3600
Arabella ,1.11,1781,3600
MS Ergenstrasse ,1.23,2777,3600
Dulcibella ,1.38,1051,3600
Arabella ,1.62,1105,3600
USS Aspen ,1.8,2393,3600
SS Princess Irene,2.16,1211,3600
The Henrietta  ,2.28,1273,3600
Gloria N ,2.44,2584,3600
Red October ,2.56,1091,3600
Black Pearl ,3.07,2896,3600
USS Intrepid ,3.25,2974,3600
SS Essess  ,3.53,1561,3600
HMS Interceptor ,3.74,1339,3600
Flying Dutchman ,3.82,1717,3600
USS Copperfin ,4.7,1322,3600
Reaper  ,4.86,2069,3600
HMS Sherwood  ,4.96,1446,3600
Black Pearl ,5.22,2980,3600
Brandenburg ,5.54,2925,3600
Ning-Po  ,5.67,2340,3600
Ning-Po  ,5.75,2478,3600
USS Montana ,5.88,2238,3600
SS Goliath ,6.17,2002,3600
Proteus  ,6.63,2142,3600
Arabella ,6.72,1897,3600
Rachel ,6.95,2856,3600
The Wanderer  ,7.37,1721,3600
USS Aspen ,7.69,1478,3600
SS Britannic ,7.9,2904,3600
Nathan Ross ,8.13,1512,3600
HMS Sherwood  ,8.23,2688,3600
Aeolus ,8.43,2898,3600
Rights-of-Man ,8.61,1339,3600
USS Belinda ,8.87,2537,3600
Black Swan ,9.16,2827,3600
Love Nest ,9.41,2983,3600
Proteus  ,9.58,2171,3600
HMS Defiant ,9.98,2822,3600
The Flying Wasp ,10.23,2477,3600
HMS Torrin ,10.51,2312,3600
Sea Cliff  ,10.61,2748,3600
SS Essess  ,10.88,1869,3600
Albatross ,11.03,1597,3600
