Name,Arrival Time,TEU,Waiting Cost
Jenny  ,0.21,1275,3600
Glencairn ,0.34,2022,3600
HMS Defiant ,0.77,1356,3600
HMS Sea Tiger ,0.93,1990,3600
USS Tiger Shark ,1.11,1877,3600
U-571  ,1.26,2468,3600
USS Scotia  ,1.37,1223,3600
USS Caine ,1.56,1592,3600
Saracen ,1.72,2187,3600
Yellow Submarine ,2.07,2067,3600
Flying Dutchman ,2.16,2952,3600
Q Boat ,2.58,1243,3600
Gloria N ,2.97,1801,3600
USS Bedford ,3.27,1860,3600
Yellow Submarine ,3.42,2126,3600
Benthic Explorer ,3.82,1345,3600
HMS Nereid  ,4.14,1485,3600
SS Princess Irene,4.34,1943,3600
The Flying Wasp ,4.57,1000,3600
Academic Vladislav Volkov ,5.27,2459,3600
USS Starfish ,5.94,1384,3600
HMS Sea Tiger ,6.14,1591,3600
Turtle  ,6.33,2517,3600
USS Thunderfish ,6.42,1346,3600
USS Valhalla ,6.72,1550,3600
HMS Victoria ,6.91,2425,3600
USS Poseidon ,7.0,1777,3600
HMS Interceptor ,7.3,2056,3600
Love Nest ,7.59,2505,3600
Patna ,8.0,2798,3600
Black Swan ,8.43,2235,3600
SS Minnow Johnson  ,8.62,2732,3600
Starfish  ,9.1,1828,3600
USS Lansing ,9.28,1588,3600
Red October ,9.61,1912,3600
HMS Saltash Castle ,9.9,2192,3600
USS Reluctant ,10.0,2631,3600
Love Nest ,10.18,1769,3600
Academic Vladislav Volkov ,10.69,1045,3600
HMS Interceptor ,10.82,2493,3600
Love Nest ,10.97,1088,3600
Sea Cliff  ,11.24,2855,3600
HMS Sherwood  ,11.58,2416,3600
HMS Viperess ,11.82,1589,3600
Starfish  ,12.08,2454,3600
USS Aspen ,12.34,1089,3600
Edinburgh Trader ,12.66,2874,3600
Batavia Queen ,12.85,2629,3600
Turtle  ,13.07,2245,3600
MS Ergenstrasse ,13.18,1470,3600
