Name,Arrival Time,TEU,Waiting Cost
Deep Quest  ,0.61,1020,3600
Brandenburg ,0.9,1278,3600
HMS Sutherland ,1.35,1967,3600
USS Poseidon ,1.51,1709,3600
USS Scotia  ,1.68,1638,3600
Geronimo ,1.77,1514,3600
Morning Star ,1.89,2117,3600
HMS Sutherland ,2.06,1693,3600
HMS Sutherland ,2.4,1196,3600
USS Haynes ,2.55,1905,3600
Benthic Explorer ,2.74,1449,3600
Yellow Submarine ,2.94,1769,3600
Belafonte ,3.36,2515,3600
Edinburgh Trader ,3.49,1232,3600
Elizabeth Dane ,3.89,2263,3600
Jenny  ,3.97,2449,3600
Patna ,4.13,1412,3600
Red Witch ,4.51,1676,3600
SS Claridon ,4.77,1662,3600
The Henrietta  ,5.07,1723,3600
Orca ,5.32,1578,3600
Geronimo ,5.52,2716,3600
USS Charleston  ,5.76,1500,3600
USS Abraham Lincoln ,6.01,1812,3600
Ulysses ,6.25,2054,3600
USS Sawfish ,6.59,1018,3600
HMS Sherwood  ,6.71,2151,3600
USS Sawfish ,6.79,2104,3600
The Inferno ,7.07,2460,3600
St. Georges ,7.23,2327,3600
Morning Star ,7.33,2513,3600
Orca ,7.61,2970,3600
Ning-Po  ,7.69,1474,3600
USS Haynes ,7.79,2445,3600
Geronimo ,8.02,2245,3600
HMS Endeavour ,8.19,1679,3600
HMS Sherwood  ,8.27,1242,3600
HMS Sea Tiger ,8.65,1746,3600
USS Charleston  ,9.07,1244,3600
HMS Viperess ,9.43,2821,3600
USS Intrepid ,9.68,1849,3600
Argo ,9.92,1049,3600
Sea Star ,10.04,1741,3600
Morning Star ,10.57,2673,3600
Aquanaut 3  ,10.9,2037,3600
Jenny  ,11.08,2752,3600
Edinburgh Trader ,11.18,2172,3600
USS Scotia  ,11.29,1785,3600
USS Haynes ,11.74,1978,3600
Hai Peng ,12.48,1343,3600
