Name,Arrival Time,TEU,Waiting Cost
HMS Venus ,0.07,1175,3600
USS Echo ,0.57,2425,3600
HMS Devonshire ,0.72,2185,3600
Patna ,1.05,2317,3600
Dulcibella ,1.13,1465,3600
Dulcibella ,1.38,1579,3600
Proteus  ,1.54,2548,3600
USS Abraham Lincoln ,1.61,2905,3600
USS Haynes ,1.88,1498,3600
Black Hawk ,2.38,2698,3600
USS Aspen ,2.51,2434,3600
USS Bedford ,2.67,2659,3600
The Wanderer  ,3.34,1358,3600
USS Belinda ,3.62,2113,3600
USS Tigerfish ,4.03,1182,3600
USS Echo ,4.24,2628,3600
SS Crescent Star,4.55,1387,3600
Jenny ,5.0,1021,3600
Black Hawk ,5.11,2538,3600
The Inferno ,5.28,2163,3600
USS Sawfish ,5.53,1328,3600
Altair ,5.68,1327,3600
USS Stingray  ,5.73,1094,3600
USS Montana ,5.79,2347,3600
Morning Star ,5.98,2511,3600
Sea Star ,6.15,2920,3600
Jenny  ,6.39,1781,3600
SS Sea Witch ,6.7,2072,3600
USS Tiger Shark ,6.84,2750,3600
Red Dragon  ,7.1,2093,3600
USS Caine ,7.21,2054,3600
HMS Torrin ,7.31,2605,3600
Sea Star ,7.38,2514,3600
USS Lansing ,7.46,1134,3600
The Inferno ,7.74,1566,3600
USS Caine ,8.01,2184,3600
Edinburgh Trader ,8.11,1245,3600
Liparus ,8.49,2887,3600
SS Antonia Graza ,8.67,1197,3600
Academic Vladislav Volkov ,8.78,2647,3600
Rob Roy ,9.06,2685,3600
HMS Shag at Sea  ,9.21,1063,3600
USS Caine ,9.41,1764,3600
SSN Ulysses ,9.56,2378,3600
HMS Lydia ,9.81,1624,3600
Arabella ,10.13,2936,3600
Nathan Ross ,10.24,1812,3600
Dulcibella ,10.49,2374,3600
USS Lansing ,10.59,2949,3600
USS Scotia  ,10.65,2097,3600
