Name,Arrival Time,TEU,Waiting Cost
Nathan Ross ,0.32,1166,3600
HMS Endeavour ,0.57,1368,3600
SSN Ulysses ,1.02,1671,3600
USS Tigerfish ,1.2,1806,3600
USS Charleston  ,1.4,1644,3600
HMS Victoria ,1.65,1264,3600
Sea Cliff  ,2.08,2142,3600
Patna ,2.29,1688,3600
Amindra ,2.6,1738,3600
Amindra ,2.93,2516,3600
Amindra ,3.11,1316,3600
Rights-of-Man ,3.44,1667,3600
USS Dragonfish ,3.62,1383,3600
SS Sea Witch ,3.85,1387,3600
Orca ,3.98,1526,3600
Hai Peng ,4.45,1416,3600
Ghost ,4.88,2630,3600
SS Antonia Graza ,5.06,1518,3600
USS Sea Tiger ,5.2,2179,3600
SS Venture ,5.58,1933,3600
HMS Sutherland ,5.81,2274,3600
USS Davies ,6.01,1455,3600
HMS Torrin ,6.45,1833,3600
Stealth Ship ,6.61,1068,3600
Caledonia II  ,6.82,1951,3600
USS Stingray  ,7.25,1474,3600
Black Pearl ,7.39,1933,3600
SS Antonia Graza ,7.5,1896,3600
USS Reluctant ,7.93,1244,3600
Wonkatania ,8.32,1784,3600
Argonautica ,8.89,1676,3600
Benthic Explorer ,9.03,1242,3600
HMS Torrin ,9.5,1346,3600
Nautilus ,9.65,2543,3600
USS Aspen ,9.84,1684,3600
USS Aspen ,10.01,1477,3600
HMS Saltash Castle ,10.2,2175,3600
Wonkatania ,10.39,1514,3600
Altair ,10.6,1953,3600
USS Oakland ,10.74,1285,3600
Geronimo ,10.87,1841,3600
Rachel ,11.05,2747,3600
Rachel ,11.22,1098,3600
Argo ,11.36,1312,3600
Morning Star ,11.51,2941,3600
USS San Pablo ,11.99,1763,3600
USS Haynes ,12.13,1435,3600
Disco Volante ,12.52,2048,3600
HMS Chester ,12.66,2268,3600
SS Crescent Star,12.85,1713,3600
