Current V 0,Current V 1,Ship 1 arrival time,Ship 1 teu,Ship 1 waiting cost,Ship 2 arrival time,Ship 2 teu,Ship 2 waiting cost,Ship 3 arrival time,Ship 3 teu,Ship 3 waiting cost,Ship 4 arrival time,Ship 4 teu,Ship 4 waiting cost,Ship 5 arrival time,Ship 5 teu,Ship 5 waiting cost,Ship 6 arrival time,Ship 6 teu,Ship 6 waiting cost,U,V 0,V 1,y 0,y 1
1,1,0.31,1445,3600,0.79,2584,3600,1.36,1798,3600,1.54,2332,3600,1.67,2548,3600,1.8,1850,3600,0,6,1,0.0,0.0
6,1,0.79,2584,3600,1.36,1798,3600,1.54,2332,3600,1.67,2548,3600,1.8,1850,3600,2.08,1921,3600,1,6,1,4.869999999999999,0.0
6,1,0.79,2584,3600,1.54,2332,3600,1.67,2548,3600,1.8,1850,3600,2.08,1921,3600,2.14,1571,3600,0,4,3,0.0,4.298333333333334
4,3,1.54,2332,3600,1.67,2548,3600,1.8,1850,3600,2.08,1921,3600,2.14,1571,3600,2.25,2961,3600,4,1,6,0.0,1.360000000000002
1,6,1.54,2332,3600,1.67,2548,3600,1.8,1850,3600,2.08,1921,3600,2.25,2961,3600,2.35,1909,3600,2,6,1,3.4416666666666655,0.0
6,1,1.54,2332,3600,1.67,2548,3600,2.08,1921,3600,2.25,2961,3600,2.35,1909,3600,2.68,1518,3600,4,1,6,0.0,3.1333333333333337
1,6,1.54,2332,3600,1.67,2548,3600,2.08,1921,3600,2.25,2961,3600,2.68,1518,3600,3.08,1014,3600,2,1,6,4.055,0.0
1,6,1.54,2332,3600,1.67,2548,3600,2.25,2961,3600,2.68,1518,3600,3.08,1014,3600,3.45,1519,3600,4,1,6,3.388333333333333,0.0
1,6,1.54,2332,3600,1.67,2548,3600,2.25,2961,3600,2.68,1518,3600,3.45,1519,3600,3.69,1030,3600,3,6,1,3.0366666666666666,0.0
6,1,1.54,2332,3600,1.67,2548,3600,2.25,2961,3600,3.45,1519,3600,3.69,1030,3600,3.94,2091,3600,4,2,5,0.0,2.946944444444444
2,5,1.54,2332,3600,1.67,2548,3600,2.25,2961,3600,3.45,1519,3600,3.94,2091,3600,4.15,2674,3600,3,5,2,1.3121111111111112,0.0
5,2,1.54,2332,3600,1.67,2548,3600,2.25,2961,3600,3.94,2091,3600,4.15,2674,3600,4.27,2046,3600,5,1,6,0.0,3.13788888888889
1,6,1.54,2332,3600,1.67,2548,3600,2.25,2961,3600,3.94,2091,3600,4.15,2674,3600,4.61,2392,3600,3,6,1,3.7443888888888885,0.0
6,1,1.54,2332,3600,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,4.61,2392,3600,4.74,1999,3600,5,6,1,0.0,4.1656111111111125
6,1,1.54,2332,3600,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,4.61,2392,3600,4.9,2030,3600,5,1,6,0.0,3.472277777777779
1,6,1.54,2332,3600,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,4.61,2392,3600,5.0,1694,3600,5,1,6,4.229064814814814,0.0
1,6,1.54,2332,3600,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,4.61,2392,3600,5.32,2848,3600,0,6,1,3.640731481481481,0.0
6,1,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,4.61,2392,3600,5.32,2848,3600,5.44,2697,3600,3,1,6,0.0,4.743489197530863
1,6,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,5.32,2848,3600,5.44,2697,3600,5.85,2447,3600,5,6,1,4.286510802469136,0.0
6,1,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,5.32,2848,3600,5.44,2697,3600,6.27,2244,3600,5,1,6,0.0,4.963489197530864
1,6,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,5.32,2848,3600,5.44,2697,3600,6.74,2429,3600,5,6,1,3.966510802469136,0.0
6,1,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,5.32,2848,3600,5.44,2697,3600,7.33,1933,3600,5,6,1,0.0,4.993489197530863
6,1,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,5.32,2848,3600,5.44,2697,3600,7.82,1789,3600,5,5,2,0.0,4.321822530864196
5,2,1.67,2548,3600,2.25,2961,3600,4.15,2674,3600,5.32,2848,3600,5.44,2697,3600,7.99,2128,3600,5,1,6,0.0,2.1581558641975285
