Name,Arrival Time,TEU,Waiting Cost
SS Sea Witch ,0.83,1483,3793
HMS Devonshire ,1.07,2900,3624
SS Essess  ,1.53,1719,3410
Elizabeth Dane ,1.76,1587,3586
Altair ,1.93,1423,3647
Aquanaut 3  ,2.27,1723,3778
Elizabeth Dane ,2.33,1604,3781
HMS Victoria ,2.89,1089,3410
Hahnchen Maru ,3.06,1372,3759
USS Davies ,3.49,2647,3411
Sea Star ,3.8,2007,3528
Orca ,4.13,2310,3985
HMS Torrin ,4.26,1818,4066
HMS Compass Rose ,4.42,1749,3257
SS Andes ,4.61,1094,3524
HMS Venus ,4.92,2306,3466
HMS Defiant ,5.27,2224,3311
Glencairn ,5.69,1697,2970
Red Dragon  ,5.78,1271,3573
SS Essess  ,5.94,1781,3172
SS Claridon ,6.83,1592,3172
Acheron ,6.98,2424,2930
USS Poseidon ,7.19,2215,3516
Angelina  ,7.35,1462,3560
HMS Sea Tiger ,7.61,2348,4077
SS Venture ,7.73,1607,3261
Aquanaut 3  ,7.94,1903,3155
Disco Volante ,8.16,1523,3424
USS Sawfish ,8.31,1069,3101
SS Happy Wanderer ,8.6,1530,3342
HMS Defiant ,8.74,2623,3497
Empress ,8.84,2854,4025
SS Venture ,8.96,2829,3548
Proteus  ,9.1,2980,3700
Starfish  ,9.19,2987,4038
SS Claridon ,9.5,1663,3528
Ulysses ,9.78,2343,3704
USS Abraham Lincoln ,10.12,1061,3671
USS Caine ,10.37,1728,3644
Geronimo ,10.64,1530,3766
Red Dragon  ,10.87,2125,3792
HMS Lydia ,11.03,1194,3743
HMS Chester ,11.27,1402,3491
Red Witch ,11.39,2303,3664
HMS Torrin ,11.61,2459,3853
Geronimo ,11.96,1094,3864
Proteus  ,12.19,2744,3482
African Queen ,12.32,1773,3262
Argonautica ,12.44,1137,3188
The Flying Wasp ,12.88,2782,3897
