Name,Arrival Time,TEU,Waiting Cost
The Inferno ,0.29,1924,3705
HMS Victoria ,0.57,2630,3176
Nathan Ross ,0.74,1929,3257
HMS Shag at Sea  ,0.91,2457,3705
Red Witch ,1.32,2233,3653
Altair ,1.6,1943,3067
The Wanderer  ,1.93,1385,3716
SSNR Seaview ,2.04,1765,3875
Rights-of-Man ,2.23,2258,3734
SS Crescent Star,2.65,2201,3900
Jenny  ,2.78,2120,3026
The Henrietta  ,3.02,1017,3149
HMS Torrin ,3.12,2523,3851
Disco Volante ,3.54,2744,3392
USS Aspen ,3.44,2849,3839
USS Charleston  ,3.96,1698,3516
Love Nest ,4.41,2245,3118
Deep Quest  ,4.58,1216,3023
Empress ,4.65,2694,3096
USS Reluctant ,4.81,2803,3724
USS Stingray  ,5.51,2840,3594
Q Boat ,5.55,1548,3984
HMS Defiant ,5.61,1356,3249
Benthic Explorer ,5.96,1485,3001
SS Claridon ,6.14,2892,3119
Stealth Ship ,6.63,1415,3928
Reaper  ,6.52,1681,3815
USS Reluctant ,7.23,1781,3018
Patna ,7.27,1066,3994
Patna ,7.65,1980,3762
Turtle  ,7.82,2391,3064
Nathan Ross ,8.14,1555,3727
Black Pearl ,7.94,1502,3179
HMS Shag at Sea  ,8.16,1152,3884
Sea Cliff  ,8.66,2471,3850
USS Sawfish ,8.64,1025,3255
Arabella ,9.13,2174,3793
USS Echo ,9.39,2701,3402
IJN Shinaru ,9.61,1297,3776
HMS Sea Tiger ,9.56,2858,3543
U-571  ,10.11,1610,3797
SS Essess  ,10.48,1889,3518
USS Aspen ,10.86,1948,3191
Glencairn ,10.91,1339,3552
Sea Star ,11.51,1072,3299
USS Tiger Shark ,11.71,1462,3327
SS Andes ,11.93,2993,3110
Black Hawk ,12.42,1275,3362
HMS Sea Tiger ,12.29,2376,3240
U-571  ,12.89,1530,3679
