Name,Arrival Time,TEU,Waiting Cost
Ghost ,0.19,2348,3814
Argo ,0.51,2338,3464
Red October ,0.85,2871,3570
Nathan Ross ,1.04,1753,3774
Ulysses ,1.28,2030,3104
The Flying Wasp ,1.51,2249,3898
SS Minnow Johnson  ,1.61,2763,3917
HMS Nereid  ,2.07,1852,3952
Aquanaut 3  ,2.44,1608,3962
Saracen ,2.39,2383,3289
SS Sea Witch ,2.68,1856,3345
HMS Torrin ,3.01,2965,3411
Red Dragon  ,3.33,2439,3376
Benthic Explorer ,3.4,2631,3829
USS Pequod  ,3.78,2343,3159
Flying Dutchman ,3.96,1976,3600
USS Sawfish ,4.39,1401,3008
USS Tiger Shark ,4.64,2211,3311
Edinburgh Trader ,4.49,1684,3720
Saracen ,4.85,1262,3390
Mary Deare ,5.44,1248,3374
SSN Ulysses ,5.25,1543,3876
Black Pearl ,5.83,2203,3653
Dulcibella ,6.04,2617,3063
USS Davies ,6.38,1528,3877
USS Montana ,6.51,2625,3951
Altair ,6.95,2424,3239
The Henrietta  ,6.93,1319,3638
Jenny ,7.19,1182,3170
USS Davies ,7.83,1869,3546
Immer Essen ,7.79,1566,3624
USS Montana ,7.93,1899,3450
Turtle  ,8.41,2875,3978
Angelina  ,8.4,2771,3436
Reaper  ,8.69,1573,3492
Gloria N ,9.07,1862,3293
Love Nest ,9.21,2593,3613
USS Tigerfish ,9.61,1840,3895
SSN Ulysses ,9.55,2945,3417
Altair ,9.81,1842,3922
The Inferno ,10.49,1152,3115
USS Sawfish ,10.42,2116,3878
Liparus ,10.98,1907,3133
Altair ,11.21,2390,3934
SS Crescent Star,10.94,1790,3702
HMS Torrin ,11.65,1732,3391
Orca ,11.65,2539,3848
Batavia Queen ,12.19,2899,3167
HMS Lydia ,12.44,2516,3538
The Flying Wasp ,12.69,2307,3825
