Name,Arrival Time,TEU,Waiting Cost
Poseidon ,0.39,2788,3952
Patna ,0.55,2210,3993
Red Witch ,0.85,1162,3557
SSN Ulysses ,1.1,2128,3658
Ulysses ,1.5,1237,3276
Dulcibella ,1.88,1781,3420
Saracen ,1.98,2975,3147
Immer Essen ,2.16,2364,3969
HMS Sherwood  ,2.34,1894,3869
USS San Pablo ,2.58,1319,3542
SSN Ulysses ,3.17,2777,3725
HMS Sherwood  ,3.38,1128,3845
HMS Shag at Sea  ,3.72,1036,3336
SSN Ulysses ,4.09,2721,3788
Red Dragon  ,4.27,1079,3570
Rachel ,4.77,1675,3491
HMS Sherwood  ,4.92,2401,3609
SS Venture ,5.11,1470,3646
Flying Dutchman ,5.5,2366,3411
SS Crescent Star,5.8,2778,3825
HMS Defiant ,5.87,1063,3614
USS Lansing ,6.12,1603,3950
Q Boat ,6.22,1538,3898
Ulysses ,6.64,1873,3416
HMS Chester ,6.94,2056,3667
Black Hawk ,7.1,2441,3790
USS Haynes ,7.26,1438,4033
USS Stingray  ,7.7,1276,3387
HMS Sherwood  ,8.11,1755,3495
HMS Sutherland ,8.55,2732,3458
Nathan Ross ,8.64,1018,3409
Black Hawk ,8.89,2844,3513
HMS Bedford ,9.03,2347,3589
Geronimo ,9.17,2862,3711
USS Stingray  ,9.34,2824,3392
Argo ,9.65,2342,3685
SS Essess  ,10.05,1508,3864
SS Venture ,10.49,2372,3943
USS Aspen ,10.71,2953,3750
Arabella ,10.86,1804,3895
Orca ,11.22,2927,3899
Patna ,11.36,2358,3577
HMS Interceptor ,11.63,1496,3284
HMS Sea Tiger ,11.74,2110,3357
USS Haynes ,11.92,1210,4323
Belafonte ,12.26,1134,3519
SS Essess  ,12.68,2650,3392
HMS Devonshire ,12.93,2239,3156
Nathan Ross ,13.13,2376,3647
SS Antonia Graza ,13.5,1113,4198
