Name,Arrival Time,TEU,Waiting Cost
Nathan Ross ,0.26,2636,3604
The Flying Wasp ,0.51,2696,3708
USS Montana ,0.84,2442,3885
Empress ,1.04,2269,3532
USS Valhalla ,1.28,1444,3300
Wonkatania ,1.47,2356,3513
USS Davies ,1.67,2835,3856
The Wanderer  ,1.99,1017,3385
Red Dragon  ,2.29,2337,3611
SS Happy Wanderer ,2.44,1005,3564
HMS Solent  ,2.98,1911,3879
Hahnchen Maru ,2.83,2207,3663
HMS Saltash Castle ,3.16,2708,3796
USS Valhalla ,3.67,1742,3406
USS Sawfish ,3.82,1503,3726
SS Sea Witch ,3.71,1898,3744
Hahnchen Maru ,4.06,1682,3136
Wonkatania ,4.3,2050,3373
SS Happy Wanderer ,4.53,1533,3590
Altair ,4.94,1077,3664
SS Venture ,5.12,2300,3240
Hahnchen Maru ,5.63,2635,3599
Sea Star ,5.91,2076,3782
The Flying Wasp ,5.92,1297,3870
Saracen ,6.12,2248,3980
USS Scotia  ,6.58,2861,3307
Glencairn ,6.54,1469,3153
Ulysses ,7.19,2501,3898
Morning Star ,7.53,1371,3061
SS Sea Witch ,7.37,2779,3537
USS Davies ,7.57,1644,3748
Red Dragon  ,7.71,1942,3669
Patna ,8.61,2301,3642
SS Crescent Star,8.54,1457,3210
Rob Roy ,8.57,1674,3062
The Henrietta  ,9.34,2852,3490
Gloria N ,9.38,2663,3505
U-571  ,9.73,2301,3359
Orca ,10.01,1932,3102
USS Pequod  ,9.85,2985,3731
USS Davies ,10.26,1592,3075
Ulysses ,10.62,2214,3374
Hahnchen Maru ,10.28,1922,3087
Mary Deare ,10.96,2853,3611
SSNR Seaview ,11.42,1500,3288
USS Sea Tiger ,11.34,1058,3803
Turtle  ,11.85,1990,3001
Altair ,12.15,1794,3994
SS Claridon ,12.5,1610,3724
HMS Venus ,12.67,1197,3752
