Name,Arrival Time,TEU,Waiting Cost
Rob Roy ,0.41,2941,3746
Poseidon ,0.56,2560,3667
SS Britannic ,0.64,1431,3514
The Inferno ,0.87,1517,3346
Acheron ,1.11,2226,3697
SS Crescent Star,1.4,2898,3517
Batavia Queen ,1.62,1514,3954
Red Witch ,1.77,1818,3917
Flying Dutchman ,1.87,2592,3384
Yellow Submarine ,2.48,2540,3601
SS Britannic ,2.74,1580,3775
HMS Shag at Sea  ,2.92,1705,3503
Starfish  ,3.02,2022,3538
HMS Sea Tiger ,3.35,1743,3322
Sea Cliff  ,3.71,1407,3495
Ghost ,3.81,1762,4021
SS Princess Irene,3.89,2010,3913
SS Crescent Star,4.07,1814,3441
HMS Shag at Sea  ,4.3,1182,3654
USS Echo ,4.46,1785,3993
Empress ,4.71,1162,3390
Ulysses ,4.93,1964,3667
HMS Sherwood  ,5.19,2549,3665
SS Andes ,5.29,1036,3933
Amindra ,5.9,1471,3376
HMS Victoria ,5.99,2950,3305
HMS Victoria ,6.22,1204,3704
Empress ,6.38,1403,3394
Argonautica ,6.81,2516,3727
HMS Victoria ,6.92,2131,3602
USS San Pablo ,7.2,2836,3466
USS Poseidon ,7.37,2236,3355
USS Aspen ,7.6,1547,3578
The Inferno ,7.86,1639,3319
Starfish  ,8.02,2373,3745
Black Hawk ,8.54,2139,3587
SS Goliath ,8.76,2029,3317
The Henrietta  ,8.85,2891,2884
Caledonia II  ,9.12,1619,3639
SS Chiku Shan ,10.33,1343,3655
SS Sea Witch ,10.52,1528,3917
Batavia Queen ,10.75,2997,3482
Glencairn ,10.82,1326,3409
USS Valhalla ,11.71,2090,3556
Reaper  ,11.88,2463,3871
Pequod ,12.3,2812,4213
Edinburgh Trader ,12.83,1456,3609
Empress ,13.02,1827,3165
SS Goliath ,13.27,1661,3260
Argo ,13.5,2373,3098
