Name,Arrival Time,TEU,Waiting Cost
Orca ,0.3,2953,3259
The Inferno ,0.54,2115,3925
Nathan Ross ,0.66,1224,3548
Deep Quest  ,1.04,2112,3012
Love Nest ,1.15,1004,3156
Glencairn ,1.5,2494,3613
HMS Devonshire ,1.71,2934,3096
Love Nest ,2.07,1926,3525
Patna ,2.39,1670,3991
USS Poseidon ,2.56,2890,3235
SSN Ulysses ,2.73,2973,3595
Nautilus ,2.89,2962,3120
HMS Bedford ,3.27,2853,3451
Albatross ,3.27,1859,3882
Brandenburg ,3.65,2747,3693
Black Pearl ,4.08,2846,3591
SS Britannic ,4.45,1141,3508
HMS Viperess ,4.49,1919,3888
USS Thunderfish ,4.77,2627,3583
HMS Viperess ,5.06,2746,3390
SS Chiku Shan ,5.17,1779,3075
Pequod ,5.55,2564,3199
SS Happy Wanderer ,5.62,2115,3974
Sea Cliff  ,5.94,1924,3258
Mary Deare ,6.31,1925,3187
USS Lansing ,6.71,1250,3261
Red October ,6.76,2980,3802
Rights-of-Man ,7.02,2456,3700
USS Echo ,7.13,2734,3464
USS Sea Tiger ,7.33,2868,3132
SSNR Seaview ,7.48,1028,3001
Liparus ,7.87,2467,3985
USS Sawfish ,8.36,2002,3195
HMS Lydia ,8.41,2146,3457
HMS Bedford ,8.65,1657,3657
Angelina  ,9.15,2995,3762
USS Caine ,9.07,2041,3700
U-571  ,9.52,1312,3641
Black Hawk ,10.07,2292,3312
SS Princess Irene,9.93,1399,3488
HMS Viperess ,10.29,2050,3310
USS Thunderfish ,10.47,1321,3205
SSNR Seaview ,11.21,1594,3775
Deep Quest  ,11.39,1045,3805
Starfish  ,11.07,2365,3920
HMS Torrin ,11.62,2066,3679
USS Oakland ,11.78,2423,3520
Wonkatania ,11.83,2278,3960
IJN Shinaru ,12.05,1581,3874
USS Abraham Lincoln ,12.77,1448,3097
