Name,Arrival Time,TEU,Waiting Cost
Angelina  ,0.18,1019,3584
Ning-Po  ,0.44,1763,3578
Starfish  ,0.85,1848,3566
USS Dragonfish ,0.97,2702,3269
U-571  ,1.25,2884,3728
Arabella ,1.54,2123,3984
Hahnchen Maru ,1.83,1862,3456
Ulysses ,2.14,1152,3763
USS Valhalla ,2.3,1209,3954
Aeolus ,2.54,2449,3411
The Flying Wasp ,2.8,2433,3175
USS Pequod  ,3.03,2435,3718
Rachel ,3.78,2663,4073
Reaper  ,3.9,2997,3652
Argonautica ,4.21,1077,3829
Hai Peng ,5.17,1755,3295
HMS Shag at Sea  ,5.36,2080,3558
USS Scotia  ,5.52,2758,3987
The Henrietta  ,5.72,2318,3719
Gloria N ,5.95,1576,3398
USS Davies ,6.28,2435,3788
HMS Sherwood  ,6.48,2324,3510
Yellow Submarine ,6.54,2851,3798
Morning Star ,7.05,1164,3430
Q Boat ,7.39,2800,4198
HMS Lydia ,7.59,2444,3274
Brandenburg ,7.89,2119,4194
Brandenburg ,8.2,2828,3266
Poseidon ,8.38,1229,3524
HMS Shag at Sea  ,8.77,1665,3346
HMS Interceptor ,9.31,2723,3901
HMS Bedford ,9.97,2334,3550
Rights-of-Man ,10.28,2961,3257
USS Tiger Shark ,11.07,1100,3302
Starfish  ,11.16,2723,3768
Jenny  ,11.35,2617,4701
USS San Pablo ,11.53,1731,3531
HMS Nereid  ,12.11,1511,3654
Ghost ,12.32,1860,3785
Aquanaut 3  ,12.49,2206,3425
St. Georges ,12.79,1797,3411
Acheron ,13.05,2447,3448
USS Belinda ,13.22,1596,3342
Arabella ,13.43,1259,3525
USS Pequod  ,13.51,1131,3850
USS Charleston  ,13.69,1715,3323
Empress ,13.89,1209,4123
HMS Compass Rose ,14.25,1353,3577
Stealth Ship ,14.5,1358,3914
SS Goliath ,14.61,1065,3637
