Name,Arrival Time,TEU,Waiting Cost
Deep Quest  ,0.13,2044,3524
Rob Roy ,0.49,2498,4049
Batavia Queen ,0.62,1643,3625
Wonkatania ,0.73,1305,3497
Nathan Ross ,1.04,2712,3460
SS Essess  ,1.26,2636,3893
Hahnchen Maru ,2.98,1014,3640
SS Antonia Graza ,3.13,1939,3625
SS Minnow Johnson  ,3.32,2126,4069
USS Belinda ,3.52,1647,3510
SSNR Seaview ,3.9,1202,3618
Dulcibella ,4.03,1842,3339
HMS Nereid  ,4.16,2901,3809
U-571  ,4.4,1074,2783
The Wanderer  ,4.64,2906,2926
Rights-of-Man ,5.92,1707,3276
Red October ,6.24,2433,2908
Wonkatania ,6.41,2629,2709
USS Oakland ,6.55,1860,3451
Liparus ,6.74,2334,3422
USS Bedford ,6.94,1178,3470
Morning Star ,7.18,1268,3406
SS Goliath ,7.47,1912,3507
USS Copperfin ,7.73,2364,3208
USS Haynes ,7.96,1037,3864
USS Oakland ,8.41,1691,4114
Aquanaut 3  ,8.76,2398,3329
USS Valhalla ,9.01,2411,3685
HMS Sea Tiger ,9.23,1258,3544
Academic Vladislav Volkov ,9.81,1143,3685
Acheron ,10.16,1548,3996
HMS Nereid  ,10.3,2703,3567
USS Tiger Shark ,10.49,1778,3707
Q Boat ,10.87,2493,3222
SS Minnow Johnson  ,10.97,1450,3047
USS Lansing ,11.28,2901,3622
Red Dragon  ,11.42,1402,3558
USS Oakland ,11.51,2829,3377
Benthic Explorer ,11.63,1275,2950
SS Andes ,11.73,2735,3336
Liparus ,11.91,2317,3238
Liparus ,12.04,2548,3511
USS Dragonfish ,12.13,2030,3329
USS Copperfin ,12.33,2288,3177
Gloria N ,12.52,2009,3544
HMS Nereid  ,12.79,1551,3421
Flying Dutchman ,13.26,2731,3508
USS Copperfin ,13.48,2600,2946
Dulcibella ,13.69,2969,3072
Academic Vladislav Volkov ,13.79,2245,3422
