Name,Arrival Time,TEU,Waiting Cost
Pequod ,0.16,1981,3671
HMS Bedford ,0.27,2905,4190
SS Princess Irene,0.35,2000,4004
HMS Victoria ,0.47,1535,3799
Starfish  ,0.7,2671,3831
Geronimo ,0.91,1815,3907
Mary Deare ,1.18,2378,4114
USS Copperfin ,1.32,2899,3667
Immer Essen ,1.38,2326,3449
USS Haynes ,1.57,2900,3801
Black Pearl ,2.14,1814,3607
USS Tigerfish ,2.33,2042,3692
The Wanderer  ,2.49,2502,3148
Nathan Ross ,2.78,2319,3504
HMS Interceptor ,2.94,2855,3502
USS Thunderfish ,3.27,2885,3989
Belafonte ,3.74,2350,3734
U-571  ,3.8,1706,3142
HMS Sherwood  ,4.01,2161,3648
SS Happy Wanderer ,4.14,2816,3421
Ning-Po  ,4.52,2028,3296
St. Georges ,4.69,2919,3447
HMS Sea Tiger ,4.85,1161,3254
USS Thunderfish ,5.13,2432,3331
HMS Venus ,5.29,1780,3332
HMS Saltash Castle ,5.64,2803,3936
HMS Compass Rose ,5.79,2680,3160
Argonautica ,5.92,2283,3616
Benthic Explorer ,6.05,2561,3292
Caledonia II  ,6.38,2149,4032
Jenny  ,6.91,2557,3409
Sea Cliff  ,6.99,1455,3439
USS Valhalla ,7.26,2117,3628
Batavia Queen ,7.53,1062,3996
Rachel ,7.94,2397,3474
IJN Shinaru ,8.11,2778,3889
Arabella ,8.65,1119,3478
Batavia Queen ,8.81,2625,3807
African Queen ,8.96,2798,3793
Amindra ,9.08,1880,3660
Pequod ,9.19,1105,3475
SS Essess  ,9.41,2748,3914
Nathan Ross ,9.66,2654,3904
SS Venture ,10.22,2387,3365
Benthic Explorer ,10.5,1143,3177
Red October ,10.75,2078,3340
USS Thunderfish ,11.05,1569,2986
IJN Shinaru ,11.17,1430,3156
HMS Nereid  ,11.38,1306,3699
African Queen ,11.71,1736,3710
