Name,Arrival Time,TEU,Waiting Cost
Morning Star ,0.23,2951,3477
SS Andes ,0.51,1024,3964
Aeolus ,0.74,2852,3260
IJN Shinaru ,0.98,1578,3746
Rachel ,1.17,1211,3770
Turtle  ,1.61,2355,3657
USS Sea Tiger ,1.64,1604,3642
The Inferno ,1.87,1506,3397
HMS Shag at Sea  ,2.38,2345,3052
Acheron ,2.51,1871,3194
USS Sea Tiger ,2.81,2724,3296
Red October ,3.22,2985,3004
Starfish  ,3.23,2671,3004
HMS Solent  ,3.51,1548,3461
Flying Dutchman ,3.7,2195,3400
HMS Chester ,4.01,2276,3911
Rights-of-Man ,4.26,1801,3978
Argonautica ,4.52,2695,3123
Brandenburg ,4.54,2129,3659
HMS Torrin ,4.87,1641,3537
SS Princess Irene,5.08,1231,3486
USS Intrepid ,5.56,2210,3961
U-571  ,5.92,1276,3588
Arabella ,5.87,2657,3805
HMS Torrin ,6.26,2593,3543
Deep Quest  ,6.41,2413,3949
Red Witch ,6.7,2861,3538
Hai Peng ,7.31,1145,3360
HMS Venus ,7.11,2060,3575
HMS Interceptor ,7.54,1297,3250
Caledonia II  ,7.45,1195,3769
Red Dragon  ,7.74,1998,3745
Starfish  ,8.02,2676,3774
SS Britannic ,8.82,1694,3112
Immer Essen ,8.51,1131,3394
Black Pearl ,9.16,1917,3091
Orca ,9.57,2031,3679
HMS Venus ,9.96,1786,3695
IJN Shinaru ,9.77,2667,3737
Immer Essen ,9.48,1651,3207
USS Belinda ,10.01,2213,3594
Batavia Queen ,10.77,2642,3239
Ghost ,10.72,2478,3481
USS Caine ,11.18,2044,3199
St. Georges ,11.18,1934,3999
HMS Defiant ,11.56,2503,3204
USS Bedford ,12.1,2233,3517
USS Sea Tiger ,11.74,1282,3175
Pequod ,12.45,1191,3182
SS Britannic ,12.68,2502,3345
