Name,Arrival Time,TEU,Waiting Cost
SS Britannic ,0.18,2047,3605
USS Belinda ,0.35,1677,3459
Argo ,0.52,1815,3335
Rachel ,0.76,2013,3366
Love Nest ,0.87,2900,3789
HMS Chester ,0.99,2452,3460
HMS Solent  ,1.11,2251,3467
Hai Peng ,1.32,2418,3313
SSN Ulysses ,1.5,1272,3690
USS Tigerfish ,1.87,1807,4140
Arabella ,2.01,2928,4034
USS Intrepid ,2.22,1022,3653
Argonautica ,2.45,1324,3670
Rob Roy ,2.66,2829,3598
HMS Victoria ,2.79,2219,3519
Q Boat ,2.86,2505,3376
Red Witch ,3.03,2018,3252
SS Antonia Graza ,3.29,2586,3770
Proteus  ,3.49,2652,3696
USS Dragonfish ,3.85,2658,3660
Mary Deare ,4.01,1325,3866
USS Bedford ,4.33,2992,3653
SS Crescent Star,4.81,1457,3568
Jenny ,4.99,2976,3421
Red Dragon  ,5.18,1607,3658
USS Poseidon ,5.3,1838,3688
Immer Essen ,5.42,1756,4202
Ulysses ,5.65,2940,4127
Deep Quest  ,6.17,1052,4081
Hai Peng ,6.28,1749,3663
Albatross ,6.59,2870,3550
Stealth Ship ,6.63,1684,3684
Albatross ,6.73,2638,3945
The Wanderer  ,7.06,2211,3726
HMS Sea Tiger ,7.26,1942,3255
Black Pearl ,7.45,1848,3161
Hai Peng ,8.07,2208,3818
USS Thunderfish ,8.38,2850,3583
USS Belinda ,8.5,2781,3843
SS Antonia Graza ,8.66,1715,3005
USS Abraham Lincoln ,8.86,2068,3791
SS Antonia Graza ,9.28,1960,3698
Pequod ,9.48,1401,3694
Angelina  ,9.76,1247,3448
USS Copperfin ,10.23,1651,3245
SS Chiku Shan ,10.41,1863,3989
HMS Lydia ,10.5,1104,3225
USS Poseidon ,10.67,1417,3238
SS Sea Witch ,11.28,2594,3452
Nathan Ross ,11.5,1942,3932
