Name,Arrival Time,TEU,Waiting Cost
HMS Solent  ,0.27,1499,3428
HMS Compass Rose ,0.49,1337,3500
SS Princess Irene,0.83,2852,3203
Dulcibella ,1.02,2502,3758
USS Abraham Lincoln ,1.1,2642,3359
Amindra ,1.48,2383,3644
Glencairn ,1.64,1952,3380
Wonkatania ,2.24,2083,3998
Argonautica ,2.29,2668,3441
Sea Star ,2.73,2332,3052
USS Caine ,2.82,2395,3824
SS Goliath ,3.0,2565,3140
Dulcibella ,3.23,1967,3926
HMS Saltash Castle ,3.59,1933,3885
African Queen ,3.85,2477,3357
Saracen ,3.91,1133,3209
Nautilus ,4.28,2564,3781
Ulysses ,4.53,1873,3649
Black Hawk ,4.71,2473,3449
HMS Nereid  ,4.92,1511,3870
USS Charleston  ,5.1,2048,3455
USS Copperfin ,5.4,2232,3053
HMS Avenger ,5.72,2784,3078
Stealth Ship ,6.15,1940,3069
Gloria N ,6.44,2756,3050
USS Pequod  ,6.79,1575,3472
SS Princess Irene,6.83,1388,3312
HMS Nereid  ,7.1,2641,3098
USS San Pablo ,6.79,1982,3276
Poseidon ,7.66,1767,3109
Sea Cliff  ,7.65,2547,3810
SS Happy Wanderer ,7.87,1163,3918
SS Goliath ,8.53,2315,3982
SS Goliath ,8.35,2771,3730
SS Minnow Johnson  ,8.63,1573,3769
Poseidon ,9.0,1624,3489
Rachel ,9.17,2679,3347
USS Haynes ,9.28,1608,3771
USS Bedford ,9.88,1021,3011
The Inferno ,9.95,1319,3306
USS Caine ,10.23,2225,3080
Deep Quest  ,10.39,2461,3336
Black Hawk ,10.43,1239,3966
HMS Shag at Sea  ,11.26,2784,3955
Pequod ,11.15,1664,3638
Glencairn ,11.14,1590,3937
USS Haynes ,11.78,2423,3842
HMS Torrin ,12.24,2824,3033
USS Stingray  ,12.43,1918,3017
Red Dragon  ,12.66,1721,3462
