Name,Arrival Time,TEU,Waiting Cost
Sea Star ,0.162102932406513,2185,3627
Yellow Submarine ,0.5457446260856839,1990,3964
SSNR Seaview ,0.7201474780655803,1182,3359
HMS Interceptor ,1.0195654677235755,1202,3811
SS Claridon ,1.2697042843852384,2665,3776
Stealth Ship ,1.4389978951406515,1739,3400
Ulysses ,1.607817873563611,1706,3763
Ulysses ,2.1566798036339145,1952,3886
The Henrietta  ,2.347900567274394,1505,3785
U-571  ,2.5276942128973023,2430,3094
Academic Vladislav Volkov ,2.6396706144704725,1678,3468
The Flying Wasp ,2.8486423555782956,2551,3275
USS Scotia  ,3.078399336849692,2785,3838
SS Essess  ,3.3061109409899325,2825,3634
Sea Star ,3.519262009685241,1055,3539
Starfish  ,3.678932284414969,2249,3184
Aeolus ,4.018623816095065,2313,3927
Sea Cliff  ,4.200871161240816,2602,3716
Starfish  ,4.338207486662242,2974,3792
Rights-of-Man ,4.438790907595377,1112,3255
Empress ,4.616974506586613,2186,3114
USS Lansing ,4.795113092952123,2391,3984
Liparus ,4.994541977061351,2375,3059
USS Lansing ,5.05775098327955,2654,3125
Rob Roy ,5.2917785352859905,2851,3201
USS Valhalla ,5.558272030048661,2395,3294
HMS Devonshire ,5.833539469952168,2032,3070
Elizabeth Dane ,6.007373250624004,1012,3752
SSNR Seaview ,6.211101217092767,2417,3467
The Flying Wasp ,6.323120684828392,2476,3853
SS Antonia Graza ,6.620663234999971,2389,3977
Patna ,6.906665437443393,2178,3265
Rachel ,7.084834858751447,1985,3849
Gloria N ,7.342859956027099,2327,3692
Nathan Ross ,7.539466869427838,2807,3373
Deep Quest  ,7.778645825296336,1771,3316
Jenny ,8.292946275106766,1086,3222
Jenny  ,8.377396174371437,1744,3064
USS Thunderfish ,8.494019936715748,1435,3674
St. Georges ,8.716341184197878,2573,3361
Arabella ,8.81882840320663,1429,3453
HMS Sherwood  ,9.030408214310114,1497,3228
Hai Peng ,9.269260218175283,2458,3913
Disco Volante ,9.483780828007884,2753,3332
Ning-Po  ,9.856270423695687,2006,3961
USS Copperfin ,10.203725322561834,2160,3291
USS Scotia  ,10.735429455650717,2841,3520
SS Chiku Shan ,10.874011740210852,2188,3094
Amindra ,11.231166920770997,1798,3835
HMS Endeavour ,11.403206992876214,1407,3543
