Name,Arrival Time,TEU,Waiting Cost
Rachel ,0.2,2169,3494
SSN Ulysses ,0.32,1849,4005
HMS Saltash Castle ,0.51,2480,3259
Red Dragon  ,0.74,1370,3536
Patna ,0.94,2685,3497
Aeolus ,1.2,2749,3664
USS Bedford ,1.26,1447,3694
Edinburgh Trader ,1.36,1644,3709
USS Sea Tiger ,1.45,2538,3050
MS Ergenstrasse ,1.8,2402,3128
Pequod ,1.94,2696,3630
Gloria N ,2.13,2722,3563
USS Sea Tiger ,2.2,2323,3498
USS Abraham Lincoln ,2.66,1634,3064
HMS Compass Rose ,2.84,1398,3685
Nathan Ross ,3.04,1243,4019
HMS Sutherland ,3.23,2602,3660
HMS Solent  ,3.38,2127,3035
Aeolus ,3.61,2750,3000
Aeolus ,3.75,2722,3790
Liparus ,3.9,1787,3476
MS Ergenstrasse ,4.16,2796,4007
African Queen ,4.31,1338,3617
Pequod ,4.66,1512,3689
USS Intrepid ,4.86,2242,3181
USS Montana ,5.08,2869,3560
Yellow Submarine ,5.59,2318,3431
Q Boat ,5.65,1596,3752
Ning-Po  ,5.82,2977,3861
SSNR Seaview ,6.04,2862,3440
HMS Venus ,6.1,1934,3202
Dulcibella ,6.3,2947,3088
Amindra ,6.45,1935,3338
Starfish  ,6.78,1784,3033
Caledonia II  ,6.98,2013,3535
Dulcibella ,7.1,1059,3465
Ghost ,7.18,2931,3142
Orca ,7.4,2658,3693
Mary Deare ,7.47,1524,3640
USS Thunderfish ,7.55,2561,3100
Amindra ,7.8,2713,3494
Poseidon ,7.93,1838,3269
St. Georges ,8.15,1184,3610
HMS Chester ,8.46,2138,3922
Elizabeth Dane ,8.55,1082,3479
SS Essess  ,8.82,2830,3721
SS Venture ,9.07,1029,3348
Pequod ,9.59,2992,3273
Angelina  ,9.66,2084,3619
Geronimo ,9.83,2137,3698
