Name,Arrival Time,TEU,Waiting Cost
USS Reluctant ,0.22,2850,3546
Jenny ,0.4,1208,2864
USS Davies ,0.58,1208,3578
Turtle  ,0.72,1960,3936
Starfish  ,1.2,1205,3502
SS Venture ,1.48,1520,3688
USS Echo ,1.7,2233,3913
HMS Endeavour ,1.79,2005,3044
USS Stingray  ,2.01,1865,4001
USS Dragonfish ,2.22,1406,3090
Glencairn ,2.32,2716,3299
St. Georges ,2.58,1679,3505
USS Stingray  ,2.72,2133,3525
USS Lansing ,3.14,1216,3534
HMS Saltash Castle ,3.34,1444,4238
SS Princess Irene,3.81,1460,3577
The Flying Wasp ,3.94,1889,3402
USS Charleston  ,4.04,2795,3623
Elizabeth Dane ,4.66,2852,3968
USS Intrepid ,5.01,1634,3058
The Wanderer  ,5.69,2211,3354
HMS Viperess ,5.91,2383,3460
HMS Avenger ,6.08,1799,3831
Geronimo ,6.42,1746,3400
Liparus ,6.74,2659,3145
St. Georges ,6.89,2022,3567
Rights-of-Man ,7.18,2771,3510
Angelina  ,7.33,1969,3665
HMS Lydia ,7.51,1836,3840
SS Venture ,7.87,1853,3487
HMS Saltash Castle ,8.03,2861,3542
SS Happy Wanderer ,8.2,2468,3420
USS Sea Tiger ,8.45,1539,3590
USS Valhalla ,8.6,2367,3150
Morning Star ,8.83,2434,3304
USS Bedford ,8.98,1902,3369
Poseidon ,9.12,1574,3610
Nautilus ,9.24,1179,3388
HMS Saltash Castle ,9.38,1490,3881
SSNR Seaview ,9.54,1488,3300
Pequod ,9.92,1165,3323
HMS Torrin ,10.21,1082,3997
USS Intrepid ,10.29,2625,3801
SS Claridon ,10.4,2998,3949
MS Ergenstrasse ,11.0,2630,3758
USS Haynes ,11.24,1222,3067
USS Scotia  ,11.36,1670,3252
African Queen ,11.66,1760,3506
HMS Nereid  ,11.92,1437,3647
Amindra ,12.34,2311,3013
