Name,Arrival Time,TEU,Waiting Cost
The Wanderer  ,0.4334350937245407,2757,3066
USS Sea Tiger ,0.6272027990098586,1310,3907
Deep Quest  ,0.7766686480809846,2938,3290
MS Ergenstrasse ,1.8564064532471665,1750,3879
Immer Essen ,1.9389009518864087,1756,3153
Immer Essen ,2.163810626328217,1435,3101
Benthic Explorer ,2.291522580418692,2287,3620
SS Goliath ,2.455411776490178,1536,3728
Albatross ,2.54446250326459,2085,3965
Mary Deare ,2.7472807157068213,1070,3275
USS Reluctant ,2.9022223483868994,1091,3473
USS Echo ,3.0475199692694384,2264,3494
Q Boat ,3.277505471434089,1659,3266
Aquanaut 3  ,3.5544240834145917,2355,3877
Albatross ,3.7820243594301037,1355,3137
SS Goliath ,3.9164113087100607,1635,3598
Rights-of-Man ,4.142529875652549,2399,3382
SS Antonia Graza ,4.372044317687255,1178,3692
HMS Victoria ,4.609916750995944,2345,3639
USS Davies ,4.75826946375935,2223,3704
USS Davies ,4.907706695967865,1165,3781
HMS Devonshire ,5.0179719395039415,2143,3081
Brandenburg ,5.443041443792929,2204,3762
Batavia Queen ,5.679325122171238,2203,3096
USS Montana ,6.087277536520492,1438,3804
Poseidon ,6.655338995769198,1536,3610
Stealth Ship ,6.792243552715539,2905,3302
USS Aspen ,7.229604041742634,2126,3052
Albatross ,7.827744698062807,1714,3344
HMS Viperess ,8.21006495091349,2344,3266
Academic Vladislav Volkov ,8.40422536217777,2588,3612
Black Swan ,8.54127585155444,1172,3064
HMS Sea Tiger ,8.754943355530084,1270,3469
SS Antonia Graza ,8.980925728072735,1505,3356
HMS Viperess ,9.228790722405982,2561,3929
Orca ,9.413939052273077,2170,3903
Dulcibella ,9.486384877089955,1207,3759
Turtle  ,9.600081648330262,1820,3309
USS Aspen ,10.040155279101608,2792,3043
USS Intrepid ,10.270802163450472,1442,3115
Patna ,10.502486450147252,1797,3730
Glencairn ,10.658942704192695,2666,3804
USS Caine ,10.877696234136069,2775,3607
HMS Defiant ,11.276514712448401,1544,3999
SS Andes ,11.672719955211225,1527,3026
USS Thunderfish ,11.732339114130996,1792,3212
The Henrietta  ,12.044982087039337,1539,3107
Disco Volante ,12.156246771552006,1921,3658
USS Valhalla ,12.389499932336557,2243,3954
Gloria N ,12.668885521705661,1176,3964
