Name,Arrival Time,TEU,Waiting Cost
HMS Victoria ,0.46,1169,3133
USS Scotia  ,0.63,1989,4210
HMS Victoria ,0.81,1503,3427
SSN Ulysses ,1.07,1058,3459
Ghost ,1.42,1735,3510
Dulcibella ,1.65,1014,3462
USS Charleston  ,1.83,2655,4036
Red October ,1.95,1536,3872
Rachel ,2.37,1816,3713
HMS Lydia ,2.46,1855,3812
USS Charleston  ,2.79,1978,3687
Black Swan ,2.83,2872,3662
HMS Endeavour ,3.02,2030,3932
USS Valhalla ,3.25,2951,3863
SS Minnow Johnson  ,3.36,2718,4069
USS Sea Tiger ,3.54,1336,3289
Rob Roy ,3.65,1563,3546
The Inferno ,3.93,2901,3204
HMS Viperess ,4.47,2214,3664
Belafonte ,4.78,1432,3662
The Inferno ,5.15,2659,2942
The Henrietta  ,5.36,1552,3335
HMS Endeavour ,5.68,2878,3888
SSN Ulysses ,5.98,1432,3475
Academic Vladislav Volkov ,6.08,2618,3385
HMS Torrin ,6.21,2177,3483
HMS Saltash Castle ,6.78,1940,3443
SS Goliath ,7.27,1806,4057
USS Stingray  ,7.68,1659,3911
USS Dragonfish ,7.89,1803,3809
HMS Torrin ,8.06,2955,3455
SS Sea Witch ,8.3,1062,2914
HMS Viperess ,8.6,1398,2934
Black Hawk ,9.43,1431,3510
HMS Viperess ,9.55,2700,3612
USS Bedford ,9.76,1562,3040
HMS Compass Rose ,9.97,2613,3494
USS Oakland ,10.22,2371,3792
USS Dragonfish ,10.55,1629,4195
St. Georges ,10.66,1779,3850
USS Sawfish ,11.01,2371,3516
SSN Ulysses ,11.27,2563,3609
Rob Roy ,11.51,1132,3008
USS Starfish ,11.64,1825,3692
Poseidon ,11.76,1033,3736
USS Lansing ,12.05,2152,3684
Black Pearl ,12.18,2417,4089
SS Princess Irene,12.52,2702,3664
HMS Sutherland ,12.77,1398,3285
SS Antonia Graza ,13.1,2254,3641
